n70,g66,g34
n6,g41,g32
n4,g82,g17
n22,g28,g91
n21,g9,g54
n60,g49,g71
n79,g63,g11
n74,g57,g4
n69,g83,g80
n28,g23,g60
n14,g21,g79
n45,g50,g91
n5,g2,g51
n23,g30,g7
n24,g2,g27
n17,g12,g62
n54,g52,g64
n77,g77,g66
n63,g24,g22
n9,g0,g92
n25,g76,g87
n87,g80,g32
n10,g69,g26
n68,g92,g63
n34,g96,g97
n72,g75,g55
n73,g92,g54
n55,g24,g69
n44,g59,g17
n16,g50,g8
n80,g80,g79
n81,g23,g83
n75,g5,g0
n66,g26,g22
n47,g46,g84
n52,g96,g64
n59,g73,g65
n57,g78,g45
n71,g90,g99
n37,g29,g5
n31,g20,g48
n19,g48,g0
n46,g26,g83
n65,g34,g13
n85,g53,g94
n1,g82,g75
n84,g63,g9
n32,g88,g42
n26,g11,g26
n20,g83,g16
n53,g40,g16
n56,g20,g12
n76,g9,g13
n38,g23,g0
n13,g46,g21
n67,g90,g71
n41,g40,g13
n18,g92,g5
n11,g4,g23
n30,g15,g21
n35,g50,g73
n8,g57,g51
n83,g32,g39
n39,g19,g4
n33,g52,g3
n27,g55,g58
n50,g20,g66
n12,g28,g66
n82,g95,g14
n0,g58,g52
n43,g30,g35
n58,g37,g2
n36,g81,g48
n42,g50,g35
n61,g68,g99
n78,g52,g87
n3,g90,g1
n29,g51,g83
n49,g3,g60
n86,g15,g3
n62,g38,g24
n40,g91,g71
n51,g64,g39
n7,g12,g48
n15,g43,g60
n48,g81,g60
n64,g91,g90
n2,g29,g39
