n70,g90,g69
n6,g65,g51
n4,g88,g33
n22,g24,g4
n21,g57,g72
n60,g76,g80
n79,g46,g25
n74,g62,g34
n69,g39,g21
n28,g11,g14
n14,g99,g95
n45,g52,g26
n5,g5,g61
n23,g67,g71
n24,g71,g81
n17,g57,g29
n54,g2,g22
n77,g86,g35
n63,g1,g15
n9,g54,g96
n25,g60,g22
n87,g6,g85
n10,g48,g16
n68,g2,g18
n34,g55,g13
n72,g95,g25
n73,g91,g62
n55,g72,g7
n44,g56,g11
n16,g78,g10
n80,g53,g60
n81,g64,g2
n75,g5,g94
n66,g44,g41
n47,g11,g6
n52,g53,g42
n59,g84,g75
n57,g48,g88
n71,g44,g62
n37,g77,g89
n31,g23,g35
n19,g53,g97
n46,g21,g92
n65,g91,g57
n85,g39,g20
n1,g73,g48
n84,g3,g79
n32,g36,g37
n26,g15,g24
n20,g74,g5
n53,g19,g94
n56,g9,g99
n76,g33,g12
n38,g97,g36
n13,g4,g0
n67,g94,g81
n41,g92,g63
n18,g4,g28
n11,g23,g58
n30,g4,g72
n35,g50,g73
n8,g7,g16
n83,g77,g38
n39,g83,g29
n33,g0,g53
n27,g28,g38
n50,g36,g8
n12,g84,g24
n82,g37,g66
n0,g33,g29
n43,g31,g85
n58,g63,g12
n36,g97,g66
n42,g32,g16
n61,g27,g16
n78,g46,g33
n3,g34,g63
n29,g99,g70
n49,g77,g83
n86,g24,g9
n62,g37,g45
n40,g0,g1
n51,g96,g74
n7,g36,g83
n15,g15,g10
n48,g85,g48
n64,g15,g12
n2,g37,g80
