n70,g74,g59
n65,g73,g7
n6,g36,g20
n35,g50,g68
n4,g22,g18
n32,g57,g88
n72,g3,g98
n74,g67,g72
n26,g80,g88
n21,g37,g1
n60,g10,g96
n20,g43,g14
n73,g23,g25
n51,g33,g16
n69,g96,g61
n71,g20,g70
n28,g56,g53
n77,g79,g13
n14,g41,g51
n45,g85,g77
n39,g88,g71
n5,g41,g81
n23,g52,g83
n24,g14,g8
n54,g73,g19
n16,g10,g83
n17,g6,g83
n18,g5,g26
n63,g78,g53
n9,g72,g92
n25,g46,g53
n30,g32,g10
n31,g47,g35
n10,g33,g41
n43,g41,g66
n68,g94,g46
n34,g84,g33
n8,g67,g57
n53,g2,g81
n55,g35,g74
n38,g21,g16
n33,g31,g6
n62,g98,g72
n11,g61,g72
n27,g16,g83
n50,g87,g28
n44,g67,g70
n12,g39,g29
n67,g65,g8
n75,g52,g8
n0,g88,g31
n22,g45,g14
n58,g98,g57
n36,g6,g25
n42,g39,g14
n61,g21,g22
n3,g37,g92
n29,g92,g42
n47,g71,g45
n49,g34,g32
n52,g71,g38
n59,g12,g74
n57,g11,g96
n66,g88,g65
n37,g32,g7
n13,g4,g32
n40,g80,g38
n19,g48,g69
n46,g75,g71
n7,g50,g28
n15,g42,g52
n48,g40,g50
n41,g47,g77
n76,g36,g35
n64,g44,g9
n56,g45,g0
n2,g68,g66
n1,g10,g49
