n70,g91,g30
n65,g46,g23
n6,g73,g92
n35,g68,g25
n4,g75,g38
n32,g66,g76
n72,g63,g33
n74,g22,g91
n26,g4,g60
n21,g44,g43
n60,g67,g54
n20,g65,g64
n73,g22,g68
n51,g75,g46
n69,g8,g29
n71,g34,g92
n28,g82,g66
n77,g22,g17
n14,g69,g26
n45,g67,g99
n39,g4,g67
n5,g99,g27
n23,g87,g62
n24,g78,g54
n54,g0,g64
n16,g67,g25
n17,g27,g73
n18,g72,g84
n63,g58,g68
n9,g18,g84
n25,g19,g67
n30,g36,g95
n31,g89,g90
n10,g16,g57
n43,g75,g63
n68,g51,g84
n34,g70,g78
n8,g89,g13
n79,g19,g66
n53,g52,g19
n55,g7,g91
n38,g81,g42
n33,g18,g71
n62,g38,g74
n11,g93,g29
n27,g37,g78
n50,g25,g83
n44,g60,g61
n12,g78,g16
n67,g92,g2
n75,g86,g5
n0,g97,g42
n22,g11,g10
n58,g48,g38
n36,g51,g32
n42,g65,g68
n61,g71,g39
n78,g38,g28
n3,g68,g39
n29,g99,g65
n47,g86,g50
n49,g50,g73
n52,g35,g50
n59,g88,g42
n57,g23,g37
n66,g7,g10
n37,g63,g52
n13,g24,g25
n40,g86,g71
n19,g16,g1
n46,g26,g38
n7,g22,g11
n15,g84,g37
n48,g82,g63
n41,g49,g28
n76,g14,g47
n64,g94,g65
n56,g52,g45
n2,g8,g92
n1,g94,g54
