n70,g46,g89
n65,g83,g7
n6,g53,g61
n35,g53,g62
n4,g4,g62
n32,g5,g2
n72,g82,g41
n74,g95,g90
n26,g4,g10
n21,g65,g26
n60,g40,g98
n20,g84,g5
n73,g70,g0
n51,g91,g75
n69,g52,g57
n71,g89,g58
n28,g59,g93
n77,g24,g0
n14,g71,g18
n45,g44,g51
n39,g76,g44
n5,g30,g87
n23,g59,g72
n24,g59,g48
n54,g39,g61
n16,g91,g2
n17,g15,g90
n18,g30,g71
n63,g1,g79
n9,g69,g70
n25,g50,g93
n30,g85,g96
n31,g18,g25
n10,g74,g25
n43,g10,g32
n68,g13,g90
n34,g75,g99
n8,g52,g17
n79,g85,g82
n53,g47,g87
n55,g11,g91
n38,g53,g21
n33,g85,g73
n62,g49,g91
n11,g66,g27
n27,g14,g59
n50,g83,g87
n44,g6,g49
n12,g64,g10
n67,g39,g20
n75,g47,g50
n0,g81,g46
n22,g99,g29
n58,g87,g94
n36,g24,g2
n42,g0,g63
n61,g4,g71
n78,g91,g22
n3,g50,g29
n29,g64,g16
n47,g28,g88
n49,g34,g78
n52,g82,g63
n59,g40,g35
n57,g18,g77
n66,g59,g98
n37,g52,g94
n13,g25,g88
n40,g76,g22
n19,g77,g65
n46,g77,g13
n7,g31,g46
n15,g76,g93
n48,g20,g10
n41,g71,g12
n76,g42,g87
n64,g28,g57
n56,g85,g60
n2,g79,g45
n1,g78,g57
