n70,g16,g25
n65,g89,g11
n6,g33,g75
n35,g15,g79
n4,g34,g82
n32,g35,g88
n26,g92,g20
n21,g85,g10
n60,g77,g91
n20,g91,g26
n51,g92,g61
n69,g81,g91
n71,g30,g38
n28,g9,g59
n14,g61,g32
n45,g62,g22
n39,g75,g81
n5,g30,g35
n23,g71,g50
n24,g55,g73
n54,g25,g66
n16,g8,g40
n17,g40,g63
n18,g62,g89
n63,g60,g76
n9,g29,g38
n25,g66,g6
n30,g74,g79
n31,g0,g90
n10,g14,g6
n43,g72,g27
n68,g53,g82
n34,g90,g51
n8,g77,g28
n53,g58,g40
n55,g87,g26
n38,g5,g71
n33,g64,g10
n62,g23,g53
n11,g37,g65
n27,g49,g70
n50,g91,g79
n44,g2,g5
n12,g45,g39
n67,g99,g41
n0,g35,g26
n22,g25,g13
n58,g30,g23
n36,g22,g65
n42,g15,g41
n61,g79,g16
n3,g6,g39
n29,g30,g79
n47,g31,g23
n49,g17,g91
n52,g6,g2
n59,g82,g0
n57,g74,g61
n66,g1,g24
n37,g23,g7
n13,g38,g52
n40,g65,g75
n19,g95,g81
n46,g36,g20
n7,g22,g49
n15,g75,g50
n48,g86,g4
n41,g22,g39
n64,g19,g67
n56,g18,g99
n2,g8,g41
n1,g47,g53
