n70,g83,g91
n65,g75,g10
n6,g24,g57
n35,g26,g88
n4,g23,g90
n32,g3,g11
n72,g53,g29
n74,g80,g21
n26,g93,g99
n21,g33,g80
n60,g45,g65
n20,g98,g77
n73,g65,g69
n51,g11,g54
n69,g55,g34
n71,g90,g46
n28,g13,g83
n14,g61,g87
n45,g31,g22
n39,g71,g79
n5,g52,g9
n23,g24,g87
n24,g35,g69
n54,g54,g14
n16,g32,g79
n17,g94,g34
n18,g22,g38
n63,g9,g37
n9,g40,g63
n25,g34,g45
n30,g11,g90
n31,g22,g78
n10,g51,g21
n43,g87,g78
n68,g3,g69
n34,g55,g45
n8,g3,g41
n53,g79,g0
n55,g88,g57
n38,g74,g64
n33,g96,g88
n62,g62,g54
n11,g56,g26
n27,g3,g71
n50,g96,g74
n44,g37,g19
n12,g35,g85
n67,g28,g70
n75,g86,g11
n0,g7,g95
n22,g55,g42
n58,g67,g0
n36,g21,g52
n42,g56,g98
n61,g94,g15
n3,g6,g90
n29,g31,g21
n47,g52,g97
n49,g90,g26
n52,g17,g34
n59,g61,g43
n57,g52,g27
n66,g6,g32
n37,g80,g47
n13,g2,g9
n40,g40,g54
n19,g81,g64
n46,g58,g8
n7,g78,g72
n15,g66,g86
n48,g70,g8
n41,g3,g78
n76,g48,g12
n64,g31,g12
n56,g28,g24
n2,g13,g59
n1,g8,g88
