n70,g68,g11
n65,g85,g22
n6,g89,g54
n35,g58,g15
n4,g89,g98
n32,g40,g58
n72,g75,g12
n74,g33,g95
n26,g5,g26
n21,g76,g56
n60,g5,g65
n20,g65,g87
n73,g39,g10
n51,g88,g53
n69,g95,g16
n71,g6,g87
n28,g81,g93
n14,g60,g34
n45,g21,g5
n39,g74,g50
n5,g77,g2
n23,g43,g82
n24,g28,g93
n54,g50,g55
n16,g46,g63
n17,g66,g63
n18,g32,g20
n63,g17,g26
n9,g30,g85
n25,g83,g22
n30,g65,g14
n31,g78,g2
n10,g9,g80
n43,g9,g66
n68,g57,g55
n34,g74,g63
n8,g40,g4
n53,g31,g69
n55,g5,g48
n38,g6,g31
n33,g91,g94
n62,g47,g39
n11,g90,g99
n27,g52,g15
n50,g64,g42
n44,g40,g79
n12,g98,g99
n67,g66,g72
n75,g29,g62
n0,g97,g73
n22,g65,g30
n58,g50,g69
n36,g7,g50
n42,g17,g18
n61,g21,g98
n3,g29,g46
n29,g33,g46
n47,g32,g84
n49,g23,g63
n52,g14,g69
n59,g31,g68
n57,g84,g57
n66,g24,g2
n37,g87,g26
n13,g69,g79
n40,g49,g76
n19,g61,g40
n46,g52,g78
n7,g27,g74
n15,g82,g62
n48,g63,g77
n41,g94,g92
n76,g98,g62
n64,g65,g12
n56,g27,g48
n2,g36,g81
n1,g16,g71
