n70,g60,g34
n65,g23,g89
n6,g30,g83
n35,g26,g67
n4,g7,g45
n32,g66,g90
n72,g48,g93
n26,g39,g47
n21,g28,g4
n60,g17,g66
n20,g92,g45
n51,g70,g42
n69,g42,g38
n71,g65,g55
n28,g70,g78
n14,g59,g58
n45,g11,g55
n39,g88,g56
n5,g57,g45
n23,g84,g19
n24,g44,g96
n54,g58,g77
n16,g13,g86
n17,g82,g76
n18,g80,g76
n63,g58,g72
n9,g88,g24
n25,g10,g4
n30,g51,g26
n31,g80,g74
n10,g11,g41
n43,g40,g45
n68,g50,g66
n34,g98,g15
n8,g24,g10
n53,g16,g18
n55,g25,g19
n38,g75,g79
n33,g84,g53
n62,g84,g1
n11,g91,g47
n27,g15,g12
n50,g43,g23
n44,g49,g40
n12,g79,g62
n67,g3,g2
n0,g94,g22
n22,g51,g7
n58,g97,g96
n36,g40,g12
n42,g45,g44
n61,g36,g68
n3,g71,g48
n29,g82,g59
n47,g52,g9
n49,g57,g26
n52,g93,g57
n59,g55,g12
n57,g13,g97
n66,g71,g59
n37,g80,g20
n13,g77,g55
n40,g78,g90
n19,g3,g28
n46,g76,g7
n7,g48,g44
n15,g74,g43
n48,g47,g61
n41,g68,g10
n64,g69,g16
n56,g3,g74
n2,g34,g92
n1,g76,g66
