n70,g75,g60
n6,g7,g66
n4,g58,g47
n22,g68,g36
n21,g46,g53
n60,g84,g99
n79,g95,g29
n74,g92,g27
n69,g47,g19
n28,g32,g46
n14,g4,g83
n45,g76,g56
n5,g23,g98
n23,g39,g88
n24,g65,g69
n17,g94,g53
n54,g77,g69
n77,g16,g45
n63,g6,g62
n9,g28,g92
n25,g25,g3
n87,g47,g9
n10,g8,g72
n68,g35,g39
n34,g5,g96
n72,g44,g65
n73,g85,g1
n55,g86,g97
n44,g52,g81
n16,g95,g42
n80,g12,g30
n81,g46,g56
n75,g77,g66
n66,g70,g28
n47,g13,g59
n52,g47,g97
n59,g48,g30
n57,g28,g31
n71,g82,g93
n37,g57,g63
n31,g97,g11
n19,g81,g95
n46,g99,g91
n65,g73,g70
n85,g15,g68
n1,g99,g64
n84,g51,g4
n32,g29,g56
n26,g69,g15
n20,g84,g86
n53,g31,g2
n56,g89,g67
n76,g29,g49
n38,g23,g25
n13,g76,g32
n67,g17,g72
n41,g19,g9
n18,g91,g61
n11,g67,g93
n30,g51,g78
n35,g11,g66
n8,g59,g10
n83,g39,g30
n39,g64,g27
n33,g7,g56
n27,g1,g34
n50,g87,g24
n12,g3,g24
n82,g51,g93
n0,g10,g48
n43,g8,g0
n58,g23,g71
n36,g4,g21
n42,g27,g84
n61,g19,g29
n78,g72,g95
n3,g62,g49
n29,g3,g16
n49,g97,g46
n88,g82,g85
n86,g23,g99
n62,g98,g30
n40,g71,g31
n51,g26,g8
n7,g21,g1
n15,g56,g37
n48,g1,g38
n64,g67,g70
n2,g27,g88
