n70,g20,g43
n6,g71,g13
n4,g17,g85
n22,g10,g44
n21,g24,g1
n60,g84,g79
n79,g45,g12
n74,g90,g31
n69,g54,g87
n28,g87,g45
n14,g53,g12
n45,g66,g81
n5,g98,g31
n23,g80,g67
n24,g72,g33
n17,g55,g71
n54,g38,g67
n77,g77,g94
n63,g54,g59
n9,g18,g96
n25,g22,g29
n87,g18,g93
n10,g54,g37
n68,g62,g15
n34,g48,g35
n72,g71,g72
n73,g44,g46
n55,g30,g50
n44,g13,g93
n16,g10,g18
n80,g78,g20
n81,g32,g48
n75,g74,g45
n66,g62,g84
n47,g38,g97
n52,g49,g57
n59,g93,g71
n57,g32,g94
n71,g77,g44
n37,g47,g28
n31,g1,g59
n19,g83,g23
n46,g7,g77
n65,g29,g52
n85,g28,g31
n1,g67,g42
n84,g77,g67
n32,g80,g70
n26,g90,g89
n20,g98,g79
n53,g65,g67
n56,g92,g41
n76,g86,g72
n38,g57,g20
n13,g21,g0
n67,g89,g70
n41,g33,g6
n18,g21,g42
n11,g59,g56
n30,g51,g18
n35,g33,g34
n8,g81,g11
n83,g38,g63
n39,g53,g65
n33,g4,g53
n27,g80,g30
n50,g2,g36
n12,g87,g25
n82,g57,g48
n0,g82,g36
n43,g90,g9
n58,g56,g94
n36,g75,g78
n42,g87,g86
n61,g12,g93
n78,g39,g55
n3,g45,g60
n29,g38,g33
n49,g73,g90
n88,g35,g34
n86,g75,g4
n62,g32,g42
n40,g40,g90
n51,g46,g34
n7,g85,g60
n15,g57,g56
n48,g56,g7
n64,g93,g73
n2,g1,g27
