n0,g8,g60
n1,g20,g59
n2,g45,g18
n3,g82,g10
n4,g92,g42
n5,g56,g37
n6,g20,g12
n7,g42,g78
n8,g46,g54
n9,g14,g61
n10,g17,g62
n11,g28,g82
n12,g87,g85
n13,g12,g94
n14,g7,g94
n15,g73,g87
n16,g22,g63
n17,g12,g50
n18,g2,g65
n19,g74,g50
n20,g88,g34
n21,g53,g63
n22,g98,g41
n23,g30,g4
n24,g23,g62
n25,g71,g99
n26,g94,g88
n27,g64,g96
n28,g48,g38
n29,g51,g45
n30,g92,g86
n31,g87,g29
n32,g60,g38
n33,g96,g77
n34,g46,g30
n35,g63,g94
n36,g76,g67
n37,g58,g56
n38,g5,g15
n39,g26,g84
n40,g67,g31
n41,g74,g85
n42,g78,g40
n43,g53,g57
n44,g48,g55
n45,g30,g57
n46,g31,g0
n47,g10,g2
n48,g0,g26
n49,g69,g47
