n0,g38,g2
n1,g72,g71
n2,g2,g17
n3,g93,g51
n4,g2,g1
n5,g55,g43
n6,g11,g42
n7,g30,g3
n8,g67,g96
n9,g63,g85
n10,g49,g37
n11,g52,g31
n12,g80,g28
n13,g99,g75
n14,g74,g47
n15,g92,g27
n16,g9,g95
n17,g7,g38
n18,g79,g34
n19,g51,g39
n20,g97,g50
n21,g71,g38
n22,g89,g20
n23,g6,g25
n24,g96,g39
n25,g2,g64
n26,g53,g77
n27,g29,g59
n28,g89,g48
n29,g84,g91
n30,g5,g62
n31,g41,g36
n32,g21,g15
n33,g37,g53
n34,g87,g86
n35,g72,g14
n36,g70,g19
n37,g63,g78
n38,g10,g84
n39,g82,g78
n40,g84,g52
n41,g34,g93
n42,g52,g22
n43,g18,g22
n44,g79,g10
n45,g87,g53
n46,g4,g92
n47,g15,g95
n48,g48,g98
n49,g90,g26
