n0,g61,g87
n1,g97,g7
n2,g48,g81
n3,g27,g14
n4,g44,g3
n5,g83,g68
n6,g85,g16
n7,g17,g33
n8,g49,g8
n9,g90,g93
n10,g96,g28
n11,g91,g94
n12,g41,g39
n13,g71,g13
n14,g40,g24
n15,g38,g97
n16,g80,g88
n17,g84,g25
n18,g68,g9
n19,g24,g15
n20,g60,g10
n21,g67,g91
n22,g64,g50
n23,g54,g28
n24,g80,g45
n25,g50,g2
n26,g87,g81
n27,g77,g0
n28,g98,g93
n29,g64,g85
n30,g8,g18
n31,g14,g70
n32,g21,g47
n33,g25,g48
n34,g79,g67
n35,g16,g29
n36,g4,g38
n37,g18,g1
n38,g75,g36
n39,g86,g78
n40,g88,g38
n41,g34,g22
n42,g57,g80
n43,g8,g36
n44,g86,g75
n45,g4,g45
n46,g92,g40
n47,g75,g57
n48,g85,g39
n49,g79,g89
