n0,g88,g47
n1,g80,g88
n2,g70,g86
n3,g26,g82
n4,g42,g58
n5,g80,g93
n6,g93,g26
n7,g48,g91
n8,g59,g34
n9,g57,g71
n10,g11,g81
n11,g78,g83
n12,g4,g20
n13,g20,g26
n14,g69,g40
n15,g12,g77
n16,g38,g5
n17,g90,g21
n18,g11,g35
n19,g82,g28
n20,g22,g57
n21,g64,g96
n22,g83,g44
n23,g74,g48
n24,g37,g34
n25,g56,g3
n26,g6,g84
n27,g77,g41
n28,g11,g26
n29,g10,g23
n30,g90,g74
n31,g86,g14
n32,g57,g28
n33,g87,g21
n34,g56,g38
n35,g65,g95
n36,g53,g34
n37,g38,g9
n38,g39,g26
n39,g50,g34
n40,g92,g84
n41,g11,g76
n42,g35,g2
n43,g18,g65
n44,g67,g85
n45,g99,g76
n46,g30,g3
n47,g66,g20
n48,g7,g24
n49,g97,g42
