n0,g32,g7
n1,g9,g12
n2,g45,g86
n3,g10,g21
n4,g62,g80
n5,g79,g6
n6,g18,g21
n7,g94,g18
n8,g21,g64
n9,g6,g72
n10,g51,g45
n11,g26,g94
n12,g50,g15
n13,g40,g43
n14,g49,g37
n15,g34,g70
n16,g77,g85
n17,g73,g68
n18,g33,g20
n19,g19,g90
n20,g27,g35
n21,g55,g80
n22,g21,g53
n23,g80,g72
n24,g84,g98
n25,g82,g10
n26,g36,g93
n27,g75,g41
n28,g61,g24
n29,g66,g78
n30,g10,g55
n31,g36,g15
n32,g95,g44
n33,g78,g28
n34,g79,g32
n35,g71,g6
n36,g39,g0
n37,g88,g44
n38,g19,g81
n39,g92,g29
n40,g54,g71
n41,g87,g27
n42,g52,g45
n43,g44,g0
n44,g56,g45
n45,g57,g40
n46,g92,g93
n47,g35,g59
n48,g56,g4
n49,g57,g92
