n70,g37,g19
n65,g65,g62
n6,g21,g20
n35,g5,g43
n4,g81,g69
n32,g89,g38
n72,g72,g85
n74,g6,g32
n26,g14,g72
n21,g82,g90
n60,g5,g94
n20,g91,g31
n73,g51,g70
n51,g59,g68
n69,g39,g81
n71,g64,g97
n28,g27,g12
n77,g34,g92
n14,g90,g36
n45,g66,g70
n39,g53,g58
n5,g28,g7
n23,g0,g62
n24,g88,g28
n54,g14,g95
n16,g75,g51
n17,g63,g36
n18,g44,g87
n63,g27,g37
n9,g93,g32
n25,g3,g62
n30,g27,g13
n31,g21,g47
n10,g55,g75
n43,g0,g11
n68,g26,g12
n34,g46,g35
n8,g0,g40
n79,g21,g89
n53,g49,g56
n55,g90,g98
n38,g58,g4
n33,g30,g7
n62,g50,g2
n11,g90,g6
n27,g76,g70
n50,g13,g54
n44,g84,g93
n12,g49,g79
n67,g9,g36
n75,g94,g7
n80,g56,g77
n0,g55,g79
n22,g46,g29
n81,g20,g87
n58,g73,g74
n36,g35,g47
n42,g2,g34
n61,g43,g62
n78,g83,g94
n3,g34,g13
n29,g64,g2
n47,g23,g28
n49,g62,g6
n52,g45,g80
n59,g41,g44
n57,g21,g99
n66,g39,g3
n37,g9,g5
n13,g95,g53
n40,g94,g65
n19,g18,g50
n46,g41,g88
n7,g89,g65
n15,g13,g73
n48,g33,g27
n41,g5,g16
n76,g24,g48
n64,g24,g76
n56,g48,g33
n2,g4,g70
n1,g75,g67
