n70,g13,g97
n6,g71,g59
n4,g62,g58
n22,g24,g86
n21,g38,g47
n60,g7,g96
n79,g80,g4
n74,g37,g20
n69,g31,g78
n28,g58,g31
n14,g19,g8
n45,g64,g91
n89,g80,g86
n5,g62,g86
n23,g67,g12
n24,g92,g28
n17,g59,g25
n54,g59,g98
n77,g47,g19
n63,g48,g35
n9,g58,g47
n25,g8,g89
n87,g80,g92
n10,g40,g27
n68,g18,g99
n34,g20,g83
n72,g80,g57
n73,g99,g60
n55,g90,g26
n44,g38,g14
n16,g58,g57
n80,g33,g48
n81,g64,g32
n75,g73,g94
n66,g69,g38
n47,g48,g37
n52,g33,g53
n59,g85,g93
n57,g61,g8
n71,g52,g0
n37,g99,g98
n31,g12,g77
n19,g87,g5
n46,g89,g20
n65,g10,g33
n85,g77,g92
n1,g61,g67
n84,g10,g18
n32,g61,g62
n26,g62,g9
n20,g19,g3
n53,g82,g33
n56,g4,g72
n76,g20,g14
n38,g40,g31
n13,g9,g69
n67,g59,g44
n41,g51,g98
n18,g49,g71
n11,g39,g27
n30,g44,g47
n35,g5,g70
n8,g39,g93
n83,g63,g47
n39,g77,g98
n33,g6,g91
n27,g42,g63
n50,g61,g76
n12,g84,g20
n82,g30,g59
n0,g79,g70
n43,g89,g25
n58,g28,g45
n36,g82,g89
n42,g29,g38
n61,g60,g6
n78,g46,g78
n3,g89,g78
n29,g73,g72
n49,g48,g98
n88,g11,g55
n86,g3,g53
n62,g43,g67
n40,g87,g44
n51,g17,g65
n7,g93,g42
n15,g73,g16
n48,g58,g38
n64,g22,g79
n2,g78,g28
