n70,g33,g61
n6,g49,g70
n4,g47,g82
n22,g51,g1
n21,g71,g86
n60,g26,g3
n79,g72,g70
n74,g16,g50
n69,g68,g70
n28,g46,g15
n14,g43,g65
n45,g32,g92
n5,g79,g87
n23,g10,g1
n24,g83,g46
n17,g76,g32
n54,g90,g14
n77,g13,g53
n63,g9,g32
n9,g75,g80
n25,g27,g69
n10,g93,g40
n68,g83,g52
n34,g91,g64
n72,g46,g1
n73,g71,g68
n55,g4,g24
n44,g78,g4
n16,g27,g43
n80,g54,g12
n81,g46,g38
n75,g6,g63
n66,g38,g60
n47,g56,g49
n52,g23,g25
n59,g41,g60
n57,g3,g5
n71,g37,g72
n37,g55,g74
n31,g6,g66
n19,g26,g97
n46,g21,g12
n65,g31,g93
n85,g34,g45
n1,g7,g2
n84,g62,g20
n32,g50,g99
n26,g86,g27
n20,g29,g41
n53,g93,g7
n56,g70,g62
n76,g52,g33
n38,g44,g1
n13,g90,g53
n67,g30,g74
n41,g18,g52
n18,g60,g33
n11,g84,g13
n30,g27,g16
n35,g73,g35
n8,g71,g63
n83,g99,g95
n39,g17,g0
n33,g72,g87
n27,g23,g88
n50,g95,g75
n12,g68,g10
n82,g39,g76
n0,g42,g31
n43,g98,g72
n58,g6,g67
n36,g73,g51
n42,g51,g44
n61,g21,g50
n78,g12,g9
n3,g9,g29
n29,g96,g68
n49,g80,g94
n86,g42,g92
n62,g49,g34
n40,g51,g25
n51,g44,g27
n7,g9,g81
n15,g95,g90
n48,g36,g26
n64,g28,g15
n2,g31,g29
