n70,g27,g18
n6,g15,g31
n4,g50,g45
n22,g96,g90
n21,g99,g37
n60,g10,g88
n79,g87,g73
n74,g80,g74
n69,g19,g31
n28,g0,g8
n14,g61,g54
n45,g60,g62
n5,g98,g45
n23,g15,g34
n24,g56,g91
n17,g65,g80
n54,g75,g82
n77,g5,g92
n63,g64,g85
n9,g23,g51
n25,g38,g33
n10,g10,g79
n68,g4,g25
n34,g35,g43
n72,g75,g81
n73,g30,g75
n55,g34,g56
n44,g85,g38
n16,g99,g85
n80,g43,g67
n81,g24,g70
n75,g39,g2
n66,g11,g82
n47,g59,g12
n52,g82,g78
n59,g59,g97
n57,g19,g77
n71,g95,g70
n37,g9,g37
n31,g2,g27
n19,g25,g54
n46,g6,g99
n65,g44,g21
n85,g1,g55
n1,g16,g90
n84,g97,g9
n32,g84,g97
n26,g60,g30
n20,g67,g89
n53,g51,g71
n56,g60,g2
n76,g34,g37
n38,g41,g73
n13,g90,g64
n67,g70,g52
n41,g20,g54
n18,g49,g58
n11,g88,g22
n30,g35,g16
n35,g16,g36
n8,g40,g35
n83,g52,g4
n39,g16,g10
n33,g43,g25
n27,g20,g84
n50,g41,g76
n12,g60,g69
n82,g94,g95
n0,g81,g30
n43,g5,g30
n58,g78,g57
n36,g55,g7
n42,g16,g86
n61,g23,g68
n78,g61,g53
n3,g38,g69
n29,g87,g66
n49,g37,g32
n86,g88,g49
n62,g39,g75
n40,g50,g94
n51,g17,g9
n7,g80,g44
n15,g89,g40
n48,g19,g64
n64,g71,g38
n2,g58,g39
