n70,g71,g35
n65,g22,g0
n6,g17,g24
n35,g8,g89
n4,g69,g20
n32,g47,g98
n72,g60,g9
n74,g56,g7
n26,g72,g27
n21,g90,g2
n60,g14,g50
n20,g67,g91
n73,g23,g31
n51,g20,g13
n69,g53,g84
n71,g66,g44
n28,g89,g16
n77,g96,g4
n14,g84,g59
n45,g17,g16
n39,g58,g92
n5,g81,g74
n23,g31,g92
n24,g63,g16
n54,g87,g13
n16,g70,g21
n17,g23,g14
n18,g78,g2
n63,g83,g84
n9,g32,g15
n25,g61,g73
n30,g15,g9
n31,g55,g43
n10,g14,g76
n43,g27,g12
n68,g30,g8
n34,g86,g39
n8,g73,g45
n53,g85,g47
n55,g65,g59
n38,g55,g4
n33,g92,g57
n62,g39,g64
n11,g34,g2
n27,g39,g2
n50,g49,g60
n44,g98,g69
n12,g52,g33
n67,g69,g96
n75,g64,g73
n0,g0,g90
n22,g54,g22
n58,g83,g82
n36,g66,g30
n42,g79,g12
n61,g51,g59
n3,g72,g69
n29,g35,g76
n47,g27,g65
n49,g43,g99
n52,g93,g88
n59,g23,g63
n57,g80,g58
n66,g82,g32
n37,g91,g4
n13,g98,g58
n40,g27,g17
n19,g12,g49
n46,g56,g42
n7,g76,g78
n15,g54,g31
n48,g52,g99
n41,g51,g16
n76,g34,g16
n64,g69,g26
n56,g10,g68
n2,g84,g1
n1,g30,g81
