n70,g35,g23
n65,g83,g63
n6,g45,g50
n35,g69,g36
n4,g50,g33
n32,g6,g8
n72,g26,g83
n74,g15,g24
n26,g95,g69
n21,g40,g73
n60,g15,g94
n20,g70,g98
n73,g25,g72
n51,g14,g81
n69,g81,g31
n71,g54,g72
n28,g43,g83
n77,g49,g51
n14,g24,g52
n45,g45,g58
n39,g89,g7
n5,g32,g91
n23,g45,g32
n24,g60,g31
n54,g15,g18
n16,g65,g88
n17,g74,g27
n18,g66,g12
n63,g42,g57
n9,g70,g8
n25,g13,g84
n30,g32,g70
n31,g43,g72
n10,g65,g3
n43,g84,g4
n68,g56,g88
n34,g56,g25
n8,g50,g81
n53,g25,g34
n55,g60,g40
n38,g20,g27
n33,g9,g78
n62,g80,g15
n11,g28,g98
n27,g74,g57
n50,g69,g10
n44,g67,g94
n12,g54,g33
n67,g14,g37
n75,g38,g44
n0,g48,g49
n22,g22,g26
n58,g13,g57
n36,g39,g7
n42,g87,g85
n61,g77,g42
n3,g2,g24
n29,g20,g50
n47,g16,g70
n49,g19,g28
n52,g65,g91
n59,g91,g66
n57,g61,g43
n66,g59,g69
n37,g17,g34
n13,g84,g12
n40,g46,g66
n19,g13,g12
n46,g73,g1
n7,g94,g29
n15,g58,g83
n48,g86,g75
n41,g7,g99
n76,g91,g72
n64,g30,g55
n56,g82,g33
n2,g56,g19
n1,g58,g34
