n70,g83,g80
n65,g37,g21
n6,g78,g52
n35,g21,g90
n4,g69,g42
n32,g1,g46
n72,g50,g69
n74,g96,g59
n26,g98,g91
n21,g79,g2
n60,g73,g45
n20,g90,g77
n73,g26,g27
n51,g57,g59
n69,g82,g52
n71,g44,g13
n28,g7,g43
n77,g5,g10
n14,g64,g71
n45,g41,g63
n39,g62,g33
n5,g24,g81
n23,g95,g67
n24,g20,g52
n54,g92,g51
n16,g32,g58
n17,g74,g95
n18,g15,g60
n63,g12,g20
n9,g67,g30
n25,g50,g59
n30,g1,g77
n31,g80,g62
n10,g96,g24
n43,g22,g43
n68,g50,g28
n34,g35,g56
n8,g8,g24
n53,g6,g21
n55,g4,g64
n38,g8,g51
n33,g32,g67
n62,g98,g27
n11,g26,g67
n27,g54,g9
n50,g42,g77
n44,g56,g68
n12,g20,g0
n67,g2,g94
n75,g22,g88
n0,g56,g70
n22,g7,g14
n58,g29,g75
n36,g78,g90
n42,g29,g41
n61,g21,g57
n3,g58,g63
n29,g51,g26
n47,g89,g40
n49,g56,g23
n52,g80,g29
n59,g35,g66
n57,g29,g55
n66,g51,g17
n37,g75,g72
n13,g17,g15
n40,g66,g46
n19,g34,g40
n46,g5,g17
n7,g55,g73
n15,g93,g65
n48,g96,g18
n41,g42,g43
n76,g35,g23
n64,g54,g28
n56,g89,g37
n2,g21,g19
n1,g31,g22
