n0,g74,g59
n1,g66,g20
n2,g33,g44
n3,g24,g35
n4,g27,g70
n5,g54,g71
n6,g45,g46
n7,g9,g62
n8,g77,g89
n9,g7,g17
n10,g44,g67
n11,g37,g99
n12,g69,g58
n13,g17,g41
n14,g48,g83
n15,g73,g32
n16,g94,g64
n17,g63,g57
n18,g76,g61
n19,g35,g12
n20,g35,g28
n21,g38,g64
n22,g73,g98
n23,g85,g99
n24,g64,g12
n25,g52,g39
n26,g97,g14
n27,g43,g79
n28,g28,g31
n29,g37,g80
n30,g17,g93
n31,g87,g8
n32,g61,g96
n33,g66,g34
n34,g14,g46
n35,g23,g41
n36,g63,g77
n37,g85,g69
n38,g11,g72
n39,g31,g82
n40,g77,g11
n41,g54,g84
n42,g78,g72
n43,g87,g39
n44,g12,g50
n45,g77,g57
n46,g73,g0
n47,g75,g41
n48,g35,g40
n49,g88,g70
