n0,g89,g38
n1,g20,g42
n2,g16,g83
n3,g87,g62
n4,g85,g70
n5,g29,g89
n6,g66,g70
n7,g38,g74
n8,g66,g33
n9,g46,g63
n10,g37,g45
n11,g86,g88
n12,g14,g79
n13,g95,g88
n14,g44,g61
n15,g3,g0
n16,g86,g78
n17,g86,g72
n18,g40,g42
n19,g3,g29
n20,g83,g42
n21,g7,g51
n22,g29,g30
n23,g38,g95
n24,g67,g70
n25,g17,g88
n26,g96,g32
n27,g22,g73
n28,g14,g21
n29,g75,g8
n30,g47,g83
n31,g23,g61
n32,g72,g78
n33,g78,g92
n34,g32,g66
n35,g19,g14
n36,g59,g9
n37,g54,g64
n38,g94,g97
n39,g66,g31
n40,g82,g81
n41,g0,g34
n42,g58,g16
n43,g31,g39
n44,g1,g52
n45,g48,g99
n46,g58,g21
n47,g17,g78
n48,g86,g36
n49,g54,g2
