n0,g28,g91
n1,g36,g25
n2,g16,g68
n3,g84,g60
n4,g80,g32
n5,g58,g12
n6,g61,g66
n7,g43,g5
n8,g5,g63
n9,g47,g56
n10,g85,g90
n11,g22,g57
n12,g19,g41
n13,g22,g45
n14,g42,g94
n15,g94,g45
n16,g65,g39
n17,g71,g26
n18,g21,g63
n19,g17,g98
n20,g25,g92
n21,g73,g76
n22,g13,g45
n23,g52,g26
n24,g26,g21
n25,g63,g91
n26,g51,g89
n27,g59,g32
n28,g37,g60
n29,g80,g38
n30,g88,g43
n31,g68,g14
n32,g41,g39
n33,g58,g79
n34,g26,g34
n35,g26,g45
n36,g38,g96
n37,g95,g45
n38,g54,g16
n39,g4,g83
n40,g25,g54
n41,g82,g64
n42,g54,g27
n43,g17,g83
n44,g68,g11
n45,g64,g39
n46,g23,g9
n47,g60,g49
n48,g28,g5
n49,g99,g5
n50,g36,g19
n51,g19,g56
n52,g24,g1
n53,g53,g63
n54,g33,g75
n55,g35,g69
n56,g58,g7
n57,g48,g7
n58,g4,g92
n59,g97,g69
n60,g11,g7
n61,g23,g56
n62,g72,g57
n63,g84,g23
n64,g3,g82
n65,g76,g9
n66,g11,g96
n67,g86,g80
n68,g69,g84
n69,g69,g96
n70,g6,g8
n71,g66,g39
n72,g20,g82
n73,g59,g86
n74,g44,g22
n75,g76,g74
n76,g95,g62
n77,g51,g16
n78,g16,g20
n79,g74,g38
