n70,g81,g42
n65,g29,g28
n6,g29,g84
n35,g85,g58
n4,g92,g33
n32,g96,g18
n72,g19,g4
n74,g8,g15
n26,g66,g12
n21,g92,g25
n60,g23,g46
n20,g27,g94
n73,g56,g54
n51,g42,g18
n69,g4,g33
n71,g35,g50
n28,g32,g83
n77,g31,g70
n14,g45,g82
n45,g12,g74
n39,g96,g38
n5,g42,g80
n23,g24,g93
n24,g20,g10
n54,g78,g3
n16,g95,g51
n17,g89,g85
n18,g52,g77
n63,g6,g85
n9,g38,g26
n25,g83,g28
n30,g50,g93
n31,g86,g9
n10,g64,g23
n43,g80,g38
n68,g61,g85
n34,g69,g50
n8,g66,g30
n53,g77,g5
n55,g94,g52
n38,g32,g70
n33,g27,g35
n62,g29,g81
n11,g56,g35
n27,g27,g52
n50,g20,g74
n44,g14,g57
n12,g4,g29
n67,g54,g38
n75,g46,g97
n0,g52,g28
n22,g25,g62
n58,g10,g12
n36,g25,g2
n42,g36,g0
n61,g31,g8
n78,g89,g57
n3,g34,g37
n29,g67,g55
n47,g96,g75
n49,g76,g33
n52,g80,g33
n59,g90,g24
n57,g89,g49
n66,g78,g93
n37,g34,g20
n13,g61,g78
n40,g23,g53
n19,g64,g4
n46,g45,g51
n7,g69,g19
n15,g31,g68
n48,g22,g97
n41,g52,g98
n76,g39,g76
n64,g93,g56
n56,g51,g93
n2,g18,g71
n1,g84,g71
