n70,g84,g56
n65,g59,g16
n6,g13,g99
n35,g68,g74
n4,g76,g86
n32,g92,g50
n72,g19,g74
n74,g37,g9
n26,g14,g81
n21,g71,g79
n60,g32,g65
n20,g62,g81
n73,g68,g12
n51,g73,g85
n69,g38,g36
n71,g67,g80
n28,g68,g17
n77,g52,g54
n14,g46,g34
n45,g21,g32
n39,g76,g99
n5,g13,g52
n23,g48,g63
n24,g20,g90
n54,g74,g4
n16,g34,g79
n17,g43,g82
n18,g23,g69
n63,g69,g84
n9,g16,g20
n25,g72,g1
n30,g86,g44
n31,g22,g11
n10,g24,g49
n43,g34,g50
n68,g8,g7
n34,g74,g1
n8,g3,g18
n53,g82,g1
n55,g0,g55
n38,g71,g94
n33,g32,g64
n62,g15,g11
n11,g56,g91
n27,g61,g50
n50,g25,g94
n44,g53,g4
n12,g64,g73
n67,g61,g6
n75,g82,g15
n0,g5,g13
n22,g62,g4
n58,g18,g89
n36,g70,g22
n42,g30,g0
n61,g72,g27
n78,g39,g66
n3,g89,g61
n29,g83,g32
n47,g10,g51
n49,g81,g51
n52,g50,g74
n59,g5,g14
n57,g75,g35
n66,g88,g31
n37,g66,g29
n13,g71,g40
n40,g51,g6
n19,g31,g93
n46,g65,g97
n7,g53,g19
n15,g40,g89
n48,g48,g77
n41,g21,g35
n76,g23,g66
n64,g78,g97
n56,g70,g62
n2,g42,g25
n1,g19,g72
