n70,g35,g68
n65,g86,g94
n6,g64,g29
n35,g53,g72
n4,g40,g88
n32,g99,g51
n26,g97,g64
n21,g2,g89
n60,g58,g73
n20,g82,g90
n51,g92,g38
n69,g16,g42
n28,g92,g13
n14,g43,g26
n45,g58,g27
n39,g90,g54
n5,g62,g14
n23,g25,g78
n24,g92,g31
n54,g19,g54
n16,g5,g2
n17,g36,g81
n18,g3,g75
n63,g38,g30
n9,g80,g59
n25,g73,g4
n30,g9,g19
n31,g53,g47
n10,g76,g78
n43,g49,g72
n68,g29,g9
n34,g46,g43
n8,g97,g45
n53,g13,g53
n55,g41,g60
n38,g55,g96
n33,g74,g11
n62,g94,g51
n11,g36,g65
n27,g19,g33
n50,g39,g3
n44,g82,g8
n12,g95,g40
n67,g5,g61
n0,g93,g59
n22,g29,g98
n58,g71,g72
n36,g99,g21
n42,g96,g61
n61,g29,g38
n3,g18,g71
n29,g83,g33
n47,g62,g33
n49,g62,g85
n52,g51,g0
n59,g39,g71
n57,g31,g29
n66,g30,g93
n37,g41,g90
n13,g63,g98
n40,g97,g33
n19,g76,g90
n46,g85,g88
n7,g42,g32
n15,g40,g60
n48,g71,g69
n41,g79,g56
n64,g79,g94
n56,g23,g52
n2,g99,g12
n1,g15,g76
