n70,g73,g81
n65,g97,g43
n6,g63,g80
n35,g46,g80
n4,g2,g49
n32,g50,g69
n26,g31,g16
n21,g84,g32
n60,g76,g94
n20,g78,g59
n51,g13,g77
n69,g19,g38
n28,g43,g93
n14,g20,g52
n45,g20,g8
n39,g17,g50
n5,g13,g0
n23,g49,g1
n24,g59,g68
n54,g82,g44
n16,g25,g73
n17,g42,g44
n18,g64,g36
n63,g93,g97
n9,g79,g48
n25,g54,g33
n30,g84,g48
n31,g97,g71
n10,g47,g94
n43,g82,g17
n68,g48,g25
n34,g57,g0
n8,g83,g35
n53,g38,g28
n55,g94,g9
n38,g61,g55
n33,g38,g60
n62,g81,g78
n11,g20,g79
n27,g82,g27
n50,g83,g95
n44,g1,g27
n12,g12,g58
n67,g53,g51
n0,g89,g1
n22,g72,g58
n58,g65,g42
n36,g45,g1
n42,g25,g53
n61,g2,g38
n3,g40,g66
n29,g64,g18
n47,g82,g60
n49,g3,g59
n52,g35,g34
n59,g93,g84
n57,g65,g33
n66,g2,g30
n37,g83,g64
n13,g19,g21
n40,g78,g68
n19,g9,g35
n46,g60,g48
n7,g13,g55
n15,g57,g73
n48,g28,g86
n41,g96,g57
n64,g35,g99
n56,g75,g29
n2,g46,g64
n1,g99,g39
