n70,g73,g77
n65,g40,g41
n6,g1,g63
n35,g75,g96
n4,g56,g5
n32,g25,g5
n26,g22,g9
n21,g8,g11
n60,g24,g57
n20,g34,g95
n51,g70,g40
n69,g33,g56
n28,g71,g22
n14,g14,g17
n45,g24,g48
n39,g70,g90
n5,g28,g10
n23,g31,g74
n24,g29,g65
n54,g66,g21
n16,g17,g52
n17,g49,g94
n18,g9,g54
n63,g81,g97
n9,g64,g91
n25,g80,g47
n30,g33,g17
n31,g28,g75
n10,g46,g67
n43,g32,g0
n68,g43,g51
n34,g40,g51
n8,g67,g54
n53,g30,g94
n55,g82,g88
n38,g84,g28
n33,g63,g30
n62,g58,g57
n11,g13,g74
n27,g52,g47
n50,g84,g95
n44,g92,g80
n12,g57,g8
n67,g91,g12
n0,g76,g0
n22,g7,g15
n58,g45,g69
n36,g86,g4
n42,g13,g90
n61,g6,g73
n3,g61,g44
n29,g80,g29
n47,g10,g94
n49,g35,g23
n52,g60,g43
n59,g8,g87
n57,g36,g34
n66,g64,g52
n37,g82,g33
n13,g37,g6
n40,g47,g31
n19,g59,g0
n46,g99,g28
n7,g41,g45
n15,g98,g15
n48,g12,g29
n41,g76,g28
n64,g64,g66
n56,g46,g27
n2,g77,g70
n1,g31,g38
