n70,g9,g29
n65,g66,g50
n6,g75,g68
n35,g83,g22
n4,g32,g55
n32,g73,g62
n72,g28,g48
n74,g49,g79
n26,g24,g58
n21,g77,g49
n60,g38,g9
n20,g62,g59
n73,g72,g66
n51,g97,g1
n69,g65,g86
n71,g72,g8
n28,g82,g63
n77,g56,g9
n14,g57,g73
n45,g68,g17
n39,g67,g38
n5,g56,g32
n23,g24,g42
n24,g54,g38
n54,g94,g19
n16,g3,g97
n17,g70,g42
n18,g39,g26
n63,g43,g1
n9,g68,g76
n25,g86,g92
n30,g72,g50
n31,g95,g2
n10,g59,g99
n43,g16,g48
n68,g1,g94
n34,g72,g86
n8,g85,g10
n79,g71,g14
n53,g51,g35
n55,g77,g95
n38,g71,g58
n33,g25,g39
n62,g4,g89
n11,g38,g43
n27,g8,g69
n50,g19,g13
n44,g6,g95
n12,g83,g86
n67,g96,g46
n75,g80,g12
n80,g13,g1
n0,g70,g54
n22,g7,g61
n58,g70,g16
n36,g52,g11
n42,g22,g66
n61,g30,g25
n78,g79,g50
n3,g24,g5
n29,g70,g56
n47,g58,g62
n49,g78,g11
n52,g7,g2
n59,g44,g40
n57,g48,g23
n66,g94,g23
n37,g6,g64
n13,g1,g72
n40,g44,g86
n19,g76,g70
n46,g34,g90
n7,g10,g94
n15,g18,g94
n48,g89,g31
n41,g92,g39
n76,g67,g80
n64,g37,g68
n56,g48,g54
n2,g45,g75
n1,g3,g7
