n70,g57,g15
n65,g20,g73
n6,g14,g45
n35,g59,g85
n4,g89,g25
n32,g90,g88
n72,g6,g38
n74,g31,g64
n26,g41,g47
n21,g17,g64
n60,g23,g48
n20,g79,g7
n73,g98,g16
n51,g26,g32
n69,g50,g2
n71,g12,g8
n28,g5,g78
n77,g99,g5
n14,g65,g96
n45,g53,g13
n39,g73,g38
n5,g51,g40
n23,g59,g94
n24,g73,g80
n54,g27,g86
n16,g17,g7
n17,g91,g72
n18,g61,g45
n63,g19,g24
n9,g1,g48
n25,g15,g85
n30,g53,g73
n31,g41,g91
n10,g93,g91
n43,g17,g84
n68,g96,g57
n34,g90,g83
n8,g95,g5
n53,g45,g65
n55,g3,g28
n38,g42,g91
n33,g80,g68
n62,g27,g40
n11,g65,g91
n27,g81,g33
n50,g28,g96
n44,g45,g73
n12,g44,g71
n67,g70,g51
n75,g93,g31
n0,g50,g18
n22,g6,g49
n58,g50,g8
n36,g25,g44
n42,g8,g46
n61,g24,g38
n3,g17,g96
n29,g31,g4
n47,g23,g44
n49,g42,g44
n52,g76,g67
n59,g31,g37
n57,g89,g62
n66,g43,g77
n37,g64,g83
n13,g85,g87
n40,g46,g98
n19,g37,g10
n46,g19,g41
n7,g37,g50
n15,g37,g12
n48,g63,g68
n41,g46,g20
n76,g97,g70
n64,g80,g66
n56,g88,g57
n2,g72,g52
n1,g6,g21
