n70,g66,g56
n65,g47,g48
n6,g74,g52
n35,g3,g60
n4,g93,g96
n32,g45,g31
n72,g22,g53
n74,g62,g26
n26,g16,g82
n21,g57,g49
n60,g44,g59
n20,g62,g97
n73,g46,g96
n51,g59,g61
n69,g42,g9
n71,g31,g32
n28,g76,g34
n77,g54,g12
n14,g18,g98
n45,g94,g52
n39,g71,g16
n5,g48,g28
n23,g88,g59
n24,g88,g43
n54,g83,g29
n16,g79,g82
n17,g45,g60
n18,g93,g95
n63,g73,g19
n9,g5,g6
n25,g43,g35
n30,g42,g74
n31,g83,g33
n10,g69,g61
n43,g2,g48
n68,g78,g80
n34,g87,g93
n8,g55,g15
n53,g13,g99
n55,g72,g43
n38,g98,g60
n33,g28,g72
n62,g81,g79
n11,g10,g72
n27,g5,g21
n50,g34,g33
n44,g31,g12
n12,g70,g9
n67,g40,g44
n75,g87,g61
n0,g28,g77
n22,g33,g22
n58,g82,g32
n36,g48,g40
n42,g71,g70
n61,g7,g10
n3,g42,g21
n29,g53,g23
n47,g59,g47
n49,g49,g66
n52,g62,g4
n59,g17,g24
n57,g17,g33
n66,g53,g91
n37,g41,g16
n13,g59,g90
n40,g11,g15
n19,g55,g89
n46,g8,g42
n7,g61,g74
n15,g58,g21
n48,g56,g60
n41,g68,g45
n76,g49,g15
n64,g47,g98
n56,g69,g25
n2,g61,g81
n1,g91,g20
