n70,g49,g14
n6,g95,g87
n4,g8,g53
n22,g34,g32
n21,g23,g31
n60,g2,g13
n79,g37,g20
n74,g83,g54
n69,g64,g47
n28,g83,g19
n14,g32,g97
n45,g84,g9
n89,g58,g32
n5,g13,g67
n23,g76,g38
n24,g5,g48
n17,g44,g59
n54,g64,g66
n77,g34,g48
n63,g36,g50
n9,g40,g38
n25,g67,g40
n87,g81,g79
n10,g54,g52
n68,g23,g81
n34,g34,g16
n72,g20,g39
n73,g89,g78
n55,g86,g64
n44,g7,g2
n16,g57,g24
n80,g87,g71
n81,g72,g74
n75,g53,g52
n66,g22,g57
n47,g93,g49
n52,g6,g54
n59,g79,g78
n57,g53,g90
n71,g83,g27
n37,g14,g9
n31,g91,g98
n19,g71,g72
n46,g36,g42
n65,g69,g65
n85,g93,g28
n1,g28,g65
n84,g82,g60
n32,g91,g2
n26,g54,g13
n20,g87,g97
n53,g36,g82
n56,g95,g85
n76,g29,g82
n38,g17,g60
n13,g59,g99
n67,g71,g61
n41,g35,g82
n18,g5,g43
n11,g44,g34
n30,g24,g94
n35,g16,g25
n8,g43,g32
n83,g97,g81
n39,g83,g64
n33,g84,g80
n27,g56,g11
n50,g82,g69
n12,g12,g79
n82,g88,g44
n0,g15,g88
n43,g62,g57
n58,g57,g72
n36,g6,g19
n42,g56,g87
n61,g40,g15
n78,g30,g21
n3,g83,g60
n29,g23,g49
n49,g34,g69
n88,g79,g90
n86,g10,g5
n62,g45,g42
n40,g99,g60
n51,g56,g4
n7,g72,g17
n15,g62,g49
n48,g79,g44
n64,g62,g65
n2,g41,g24
