n70,g52,g43
n65,g46,g2
n6,g44,g46
n35,g17,g13
n4,g87,g28
n32,g70,g73
n72,g32,g18
n26,g92,g62
n21,g50,g56
n60,g10,g69
n20,g28,g25
n73,g8,g0
n51,g78,g11
n69,g33,g46
n71,g17,g82
n28,g14,g3
n14,g48,g9
n45,g17,g99
n39,g65,g75
n5,g42,g7
n23,g28,g83
n24,g8,g85
n54,g5,g47
n16,g92,g61
n17,g34,g74
n18,g94,g57
n63,g73,g76
n9,g34,g79
n25,g85,g42
n30,g0,g66
n31,g21,g19
n10,g30,g77
n43,g64,g46
n68,g72,g21
n34,g98,g78
n8,g17,g77
n53,g66,g82
n55,g53,g50
n38,g88,g9
n33,g43,g45
n62,g0,g82
n11,g79,g25
n27,g60,g57
n50,g99,g46
n44,g73,g66
n12,g73,g81
n67,g44,g53
n0,g28,g91
n22,g63,g42
n58,g29,g69
n36,g6,g12
n42,g72,g5
n61,g50,g41
n3,g76,g37
n29,g47,g12
n47,g59,g52
n49,g69,g71
n52,g17,g41
n59,g42,g21
n57,g4,g87
n66,g22,g73
n37,g32,g4
n13,g22,g19
n40,g89,g93
n19,g81,g50
n46,g9,g20
n7,g81,g69
n15,g58,g16
n48,g13,g27
n41,g98,g52
n64,g74,g58
n56,g92,g78
n2,g18,g37
n1,g68,g32
