n70,g61,g31
n65,g97,g8
n6,g39,g68
n35,g36,g0
n4,g96,g39
n32,g59,g16
n72,g42,g7
n26,g95,g26
n21,g30,g97
n60,g22,g60
n20,g60,g27
n73,g17,g1
n51,g80,g92
n69,g56,g59
n71,g86,g73
n28,g9,g25
n14,g85,g62
n45,g27,g3
n39,g40,g53
n5,g19,g16
n23,g95,g70
n24,g97,g6
n54,g28,g75
n16,g11,g56
n17,g48,g89
n18,g95,g11
n63,g30,g75
n9,g68,g20
n25,g70,g60
n30,g29,g30
n31,g32,g35
n10,g3,g48
n43,g76,g15
n68,g75,g12
n34,g67,g10
n8,g85,g23
n53,g2,g29
n55,g65,g26
n38,g4,g1
n33,g11,g59
n62,g49,g53
n11,g89,g50
n27,g16,g84
n50,g98,g10
n44,g91,g69
n12,g36,g8
n67,g47,g91
n0,g21,g70
n22,g69,g0
n58,g71,g82
n36,g85,g33
n42,g87,g23
n61,g69,g54
n3,g5,g18
n29,g53,g84
n47,g45,g38
n49,g68,g23
n52,g79,g82
n59,g0,g17
n57,g68,g14
n66,g59,g54
n37,g32,g21
n13,g12,g71
n40,g26,g7
n19,g75,g1
n46,g10,g60
n7,g81,g74
n15,g85,g71
n48,g10,g39
n41,g4,g40
n64,g5,g55
n56,g3,g96
n2,g14,g23
n1,g5,g80
