n70,g70,g34
n65,g45,g14
n6,g52,g80
n35,g58,g38
n4,g73,g22
n32,g58,g84
n72,g6,g0
n83,g50,g73
n74,g6,g48
n84,g80,g15
n26,g28,g18
n21,g81,g22
n60,g91,g23
n20,g81,g12
n73,g26,g18
n51,g37,g48
n69,g66,g71
n71,g13,g74
n28,g83,g10
n77,g79,g71
n14,g39,g82
n45,g21,g8
n39,g92,g51
n5,g14,g29
n23,g23,g79
n24,g15,g55
n54,g11,g70
n16,g48,g66
n82,g80,g19
n17,g95,g64
n18,g97,g19
n63,g63,g17
n9,g82,g78
n25,g99,g74
n30,g97,g57
n31,g87,g58
n10,g78,g81
n43,g3,g81
n68,g10,g4
n34,g28,g4
n8,g67,g57
n79,g22,g0
n53,g39,g65
n55,g95,g9
n38,g63,g31
n33,g6,g4
n62,g18,g10
n11,g61,g68
n27,g32,g25
n50,g75,g23
n44,g62,g14
n12,g37,g81
n67,g42,g30
n75,g8,g86
n80,g72,g68
n0,g72,g39
n22,g18,g77
n81,g88,g17
n58,g89,g11
n36,g57,g99
n42,g55,g35
n61,g66,g31
n78,g91,g58
n3,g68,g80
n29,g93,g99
n47,g12,g25
n49,g56,g19
n52,g54,g99
n59,g46,g8
n57,g57,g38
n66,g86,g92
n37,g58,g5
n13,g55,g51
n40,g79,g16
n19,g8,g67
n46,g93,g70
n7,g80,g61
n15,g31,g7
n48,g42,g33
n41,g75,g91
n76,g47,g55
n64,g92,g4
n56,g97,g70
n2,g1,g39
n1,g49,g72
