n70,g56,g85
n65,g21,g60
n6,g59,g22
n35,g52,g97
n4,g50,g20
n32,g54,g47
n72,g11,g37
n83,g61,g88
n74,g45,g64
n84,g66,g70
n26,g94,g21
n21,g92,g67
n60,g74,g53
n20,g60,g41
n73,g10,g3
n51,g38,g33
n69,g77,g81
n71,g13,g81
n28,g65,g45
n77,g8,g30
n14,g30,g82
n45,g81,g31
n39,g9,g65
n5,g62,g49
n23,g71,g88
n24,g97,g18
n54,g19,g3
n16,g33,g27
n82,g26,g9
n17,g35,g80
n18,g83,g98
n63,g30,g46
n9,g90,g58
n25,g70,g22
n30,g82,g51
n31,g26,g33
n10,g7,g32
n43,g8,g7
n68,g17,g23
n34,g31,g94
n8,g4,g75
n79,g17,g25
n53,g32,g4
n55,g61,g63
n38,g42,g40
n33,g8,g60
n62,g88,g68
n11,g25,g61
n27,g60,g98
n50,g68,g99
n44,g79,g75
n12,g68,g20
n67,g77,g10
n75,g5,g42
n80,g78,g23
n0,g99,g27
n22,g81,g59
n81,g99,g49
n58,g72,g95
n36,g40,g83
n42,g94,g42
n61,g87,g83
n78,g93,g39
n3,g51,g6
n29,g47,g51
n47,g30,g45
n49,g89,g63
n52,g91,g40
n59,g99,g39
n57,g3,g63
n66,g94,g10
n37,g96,g8
n13,g64,g41
n40,g51,g56
n19,g15,g39
n46,g86,g76
n7,g85,g51
n15,g31,g93
n48,g47,g46
n41,g78,g94
n76,g55,g29
n64,g13,g78
n56,g23,g34
n2,g60,g72
n1,g53,g34
