n70,g42,g92
n65,g6,g39
n6,g18,g10
n35,g80,g72
n4,g98,g0
n32,g40,g82
n72,g65,g10
n83,g10,g96
n74,g15,g62
n84,g69,g17
n26,g1,g38
n21,g7,g52
n60,g55,g42
n20,g59,g1
n73,g25,g26
n51,g95,g56
n69,g71,g83
n71,g94,g62
n28,g98,g66
n77,g51,g36
n14,g23,g37
n45,g84,g81
n39,g68,g47
n5,g93,g4
n23,g86,g54
n24,g83,g14
n54,g52,g67
n16,g67,g28
n82,g17,g7
n17,g89,g93
n18,g49,g80
n63,g80,g83
n9,g35,g51
n25,g71,g89
n30,g93,g82
n31,g72,g90
n10,g98,g46
n43,g50,g76
n68,g88,g37
n34,g91,g94
n8,g7,g3
n79,g46,g41
n53,g56,g59
n55,g14,g11
n38,g56,g16
n33,g18,g27
n62,g94,g40
n11,g30,g48
n27,g93,g0
n50,g10,g19
n44,g59,g36
n12,g41,g99
n67,g61,g78
n75,g66,g4
n80,g72,g34
n0,g6,g17
n22,g61,g90
n81,g51,g9
n58,g54,g89
n36,g45,g26
n42,g8,g3
n61,g95,g42
n78,g53,g28
n3,g43,g82
n29,g51,g49
n47,g58,g4
n49,g77,g0
n52,g62,g58
n59,g53,g12
n57,g33,g2
n66,g86,g68
n37,g25,g17
n13,g68,g51
n40,g38,g47
n19,g3,g1
n46,g94,g7
n7,g66,g64
n15,g28,g4
n48,g52,g50
n41,g69,g36
n76,g67,g14
n64,g4,g21
n56,g68,g74
n2,g37,g5
n1,g33,g49
