n70,g69,g25
n65,g17,g28
n6,g67,g5
n35,g16,g21
n4,g46,g89
n32,g85,g45
n72,g73,g8
n74,g44,g57
n26,g85,g15
n21,g8,g70
n60,g1,g61
n20,g76,g19
n73,g40,g32
n51,g3,g88
n69,g6,g68
n71,g37,g48
n28,g35,g64
n77,g48,g43
n14,g39,g63
n45,g53,g41
n39,g45,g89
n5,g22,g85
n23,g3,g67
n24,g53,g38
n54,g99,g73
n16,g51,g29
n82,g11,g47
n17,g96,g52
n18,g49,g5
n63,g51,g46
n9,g85,g74
n25,g25,g73
n30,g43,g71
n31,g35,g54
n10,g73,g21
n43,g6,g10
n68,g31,g67
n34,g77,g34
n8,g64,g40
n79,g28,g47
n53,g88,g33
n55,g3,g57
n38,g38,g18
n33,g43,g58
n62,g23,g91
n11,g97,g77
n27,g79,g99
n50,g99,g23
n44,g77,g86
n12,g51,g68
n67,g44,g94
n75,g94,g70
n80,g25,g58
n0,g12,g10
n22,g27,g53
n81,g43,g87
n58,g59,g57
n36,g76,g84
n42,g46,g1
n61,g0,g46
n78,g94,g73
n3,g86,g74
n29,g32,g18
n47,g0,g11
n49,g81,g55
n52,g56,g36
n59,g62,g34
n57,g78,g92
n66,g87,g55
n37,g33,g80
n13,g92,g85
n40,g25,g35
n19,g29,g12
n46,g89,g88
n7,g43,g51
n15,g58,g44
n48,g32,g69
n41,g36,g74
n76,g64,g41
n64,g74,g1
n56,g75,g8
n2,g71,g38
n1,g18,g52
