n70,g12,g36
n65,g37,g28
n6,g11,g74
n35,g76,g54
n4,g97,g75
n32,g30,g81
n72,g82,g47
n74,g75,g54
n26,g52,g19
n21,g36,g42
n60,g6,g34
n20,g46,g9
n73,g61,g29
n51,g61,g11
n69,g71,g24
n71,g39,g79
n28,g80,g84
n77,g83,g68
n14,g78,g22
n45,g86,g23
n39,g48,g54
n5,g54,g40
n23,g3,g87
n24,g6,g28
n54,g57,g17
n16,g70,g29
n82,g50,g68
n17,g84,g74
n18,g75,g78
n63,g65,g83
n9,g39,g81
n25,g22,g86
n30,g23,g18
n31,g94,g92
n10,g61,g84
n43,g30,g19
n68,g64,g10
n34,g16,g60
n8,g84,g45
n79,g81,g98
n53,g48,g56
n55,g43,g77
n38,g6,g97
n33,g37,g69
n62,g9,g20
n11,g53,g70
n27,g93,g86
n50,g44,g4
n44,g97,g3
n12,g87,g92
n67,g72,g58
n75,g35,g13
n80,g23,g82
n0,g95,g9
n22,g1,g55
n81,g62,g8
n58,g99,g52
n36,g42,g51
n42,g37,g61
n61,g66,g39
n78,g83,g74
n3,g57,g18
n29,g78,g20
n47,g75,g26
n49,g85,g12
n52,g39,g45
n59,g39,g97
n57,g72,g50
n66,g53,g99
n37,g79,g44
n13,g5,g77
n40,g96,g27
n19,g10,g17
n46,g20,g21
n7,g2,g10
n15,g74,g15
n48,g32,g26
n41,g9,g37
n76,g15,g2
n64,g8,g76
n56,g45,g8
n2,g21,g63
n1,g53,g59
