n70,g18,g54
n65,g48,g5
n6,g86,g40
n35,g61,g34
n4,g98,g91
n32,g10,g82
n72,g9,g84
n74,g54,g14
n26,g90,g69
n21,g91,g43
n60,g5,g29
n20,g92,g57
n73,g29,g73
n51,g97,g21
n69,g40,g60
n71,g3,g25
n28,g26,g19
n77,g23,g60
n14,g59,g73
n45,g21,g63
n39,g53,g18
n5,g6,g75
n23,g9,g68
n24,g67,g83
n54,g91,g69
n16,g66,g55
n17,g87,g18
n18,g28,g41
n63,g0,g39
n9,g8,g22
n25,g45,g81
n30,g78,g29
n31,g63,g66
n10,g29,g59
n43,g75,g50
n68,g21,g80
n34,g12,g20
n8,g23,g50
n79,g68,g47
n53,g51,g96
n55,g19,g95
n38,g79,g30
n33,g58,g35
n62,g81,g94
n11,g43,g63
n27,g28,g2
n50,g39,g38
n44,g93,g12
n12,g91,g58
n67,g95,g93
n75,g53,g47
n80,g62,g56
n0,g34,g94
n22,g73,g70
n81,g66,g99
n58,g2,g46
n36,g59,g75
n42,g77,g3
n61,g26,g62
n78,g50,g68
n3,g63,g31
n29,g69,g48
n47,g95,g21
n49,g48,g97
n52,g24,g41
n59,g48,g24
n57,g54,g37
n66,g64,g37
n37,g61,g19
n13,g33,g28
n40,g66,g93
n19,g51,g30
n46,g93,g69
n7,g80,g42
n15,g41,g57
n48,g41,g99
n41,g15,g98
n76,g25,g0
n64,g59,g32
n56,g29,g25
n2,g32,g72
n1,g81,g65
