n70,g13,g17
n65,g19,g8
n6,g35,g29
n35,g62,g43
n4,g58,g94
n32,g20,g12
n72,g49,g33
n74,g66,g68
n26,g65,g63
n21,g93,g52
n60,g88,g51
n20,g17,g75
n73,g85,g69
n51,g83,g25
n69,g49,g36
n71,g41,g22
n28,g8,g1
n77,g1,g61
n14,g97,g99
n45,g7,g45
n39,g77,g32
n5,g40,g8
n23,g46,g7
n24,g10,g55
n54,g53,g69
n16,g76,g20
n17,g90,g0
n18,g18,g34
n63,g55,g96
n9,g40,g29
n25,g45,g28
n30,g20,g29
n31,g35,g79
n10,g5,g40
n43,g37,g95
n68,g41,g55
n34,g77,g35
n8,g99,g44
n79,g22,g74
n53,g2,g6
n55,g74,g19
n38,g53,g30
n33,g0,g23
n62,g96,g53
n11,g86,g16
n27,g47,g57
n50,g24,g14
n44,g15,g39
n12,g83,g57
n67,g27,g87
n75,g11,g7
n80,g78,g67
n0,g54,g31
n22,g48,g18
n81,g56,g61
n58,g5,g18
n36,g22,g91
n42,g12,g96
n61,g24,g41
n78,g37,g21
n3,g42,g57
n29,g94,g43
n47,g96,g66
n49,g53,g72
n52,g35,g53
n59,g23,g32
n57,g25,g75
n66,g47,g30
n37,g40,g81
n13,g57,g54
n40,g27,g93
n19,g2,g49
n46,g90,g13
n7,g32,g29
n15,g34,g76
n48,g61,g73
n41,g72,g38
n76,g45,g26
n64,g55,g90
n56,g46,g28
n2,g16,g42
n1,g42,g78
