n70,g4,g16
n65,g13,g23
n6,g76,g50
n35,g77,g63
n4,g26,g53
n32,g68,g30
n72,g78,g26
n74,g9,g68
n26,g37,g79
n21,g66,g87
n60,g74,g8
n20,g4,g63
n73,g79,g97
n51,g19,g12
n69,g25,g90
n71,g1,g64
n28,g21,g34
n77,g29,g25
n14,g10,g51
n45,g59,g66
n39,g97,g40
n5,g10,g80
n23,g53,g56
n24,g61,g97
n54,g41,g28
n16,g29,g51
n17,g99,g64
n18,g52,g53
n63,g52,g39
n9,g77,g36
n25,g34,g37
n30,g73,g80
n31,g90,g87
n10,g92,g13
n43,g74,g35
n68,g40,g75
n34,g44,g74
n8,g53,g9
n79,g67,g16
n53,g90,g70
n55,g62,g11
n38,g35,g87
n33,g16,g69
n62,g47,g48
n11,g68,g21
n27,g10,g72
n50,g8,g52
n44,g3,g43
n12,g47,g31
n67,g24,g18
n75,g85,g96
n80,g11,g88
n0,g2,g89
n22,g88,g96
n81,g77,g61
n58,g14,g42
n36,g92,g99
n42,g71,g19
n61,g45,g53
n78,g94,g72
n3,g45,g47
n29,g58,g50
n47,g60,g97
n49,g64,g80
n52,g89,g5
n59,g79,g73
n57,g95,g25
n66,g1,g95
n37,g41,g45
n13,g19,g9
n40,g37,g19
n19,g55,g90
n46,g32,g98
n7,g28,g96
n15,g11,g44
n48,g68,g29
n41,g13,g10
n76,g26,g89
n64,g6,g76
n56,g25,g37
n2,g30,g77
n1,g69,g63
