n70,g69,g23
n65,g94,g75
n6,g26,g89
n35,g2,g15
n4,g29,g3
n32,g43,g61
n72,g7,g77
n74,g84,g99
n26,g75,g5
n21,g11,g35
n60,g58,g74
n20,g70,g6
n73,g30,g92
n51,g96,g72
n69,g40,g47
n71,g33,g41
n28,g38,g50
n77,g50,g30
n14,g41,g28
n45,g45,g52
n39,g20,g80
n5,g87,g69
n23,g25,g52
n24,g68,g20
n54,g54,g52
n16,g46,g96
n17,g23,g51
n18,g77,g42
n63,g53,g96
n9,g99,g79
n25,g16,g28
n30,g78,g17
n31,g1,g62
n10,g32,g7
n43,g68,g34
n68,g78,g6
n34,g59,g10
n8,g31,g47
n79,g29,g55
n53,g28,g22
n55,g99,g73
n38,g75,g69
n33,g87,g0
n62,g27,g15
n11,g55,g25
n27,g70,g94
n50,g17,g29
n44,g90,g82
n12,g55,g87
n67,g54,g17
n75,g6,g57
n80,g30,g10
n0,g98,g1
n22,g44,g48
n81,g64,g45
n58,g68,g83
n36,g79,g22
n42,g9,g74
n61,g92,g41
n78,g90,g20
n3,g46,g58
n29,g28,g24
n47,g7,g91
n49,g5,g83
n52,g81,g68
n59,g53,g89
n57,g68,g44
n66,g85,g33
n37,g56,g30
n13,g62,g14
n40,g34,g56
n19,g19,g65
n46,g43,g34
n7,g41,g80
n15,g22,g73
n48,g58,g19
n41,g20,g28
n76,g66,g78
n64,g37,g58
n56,g95,g40
n2,g79,g21
n1,g40,g80
