n0,g57,g42
n1,g59,g14
n2,g61,g76
n3,g46,g87
n4,g75,g91
n5,g6,g24
n6,g20,g67
n7,g78,g8
n8,g73,g44
n9,g77,g59
n10,g62,g72
n11,g4,g0
n12,g44,g36
n13,g75,g95
n14,g0,g14
n15,g39,g65
n16,g46,g52
n17,g28,g9
n18,g0,g48
n19,g11,g5
n20,g66,g35
n21,g48,g36
n22,g91,g68
n23,g77,g47
n24,g78,g89
n25,g9,g74
n26,g11,g73
n27,g28,g4
n28,g46,g55
n29,g63,g13
n30,g79,g90
n31,g84,g85
n32,g61,g84
n33,g9,g23
n34,g97,g60
n35,g79,g95
n36,g7,g57
n37,g58,g81
n38,g59,g56
n39,g5,g8
n40,g63,g47
n41,g69,g12
n42,g5,g86
n43,g41,g30
n44,g93,g40
n45,g98,g41
n46,g69,g19
n47,g26,g51
n48,g5,g85
n49,g82,g40
n50,g27,g1
n51,g51,g47
n52,g7,g31
n53,g11,g63
n54,g58,g53
n55,g44,g65
n56,g32,g11
n57,g55,g53
n58,g71,g15
n59,g92,g25
n60,g39,g54
n61,g39,g99
n62,g35,g50
n63,g10,g25
n64,g87,g28
n65,g80,g78
n66,g91,g87
n67,g79,g51
n68,g6,g89
n69,g24,g49
n70,g80,g66
n71,g70,g57
n72,g14,g58
n73,g83,g75
n74,g84,g33
n75,g99,g71
n76,g50,g33
n77,g72,g57
n78,g20,g32
n79,g0,g10
n80,g66,g7
n81,g95,g94
n82,g30,g63
n83,g13,g39
n84,g84,g28
n85,g97,g25
n86,g25,g71
n87,g54,g25
n88,g89,g50
n89,g41,g88
n90,g7,g76
n91,g27,g77
n92,g32,g99
n93,g60,g83
n94,g78,g61
n95,g68,g43
n96,g27,g17
n97,g37,g95
n98,g38,g56
n99,g55,g75
n100,g70,g20
n101,g53,g90
n102,g3,g65
n103,g37,g61
n104,g16,g65
n105,g81,g6
n106,g1,g18
n107,g86,g15
n108,g64,g69
n109,g7,g89
n110,g90,g0
n111,g13,g79
n112,g99,g87
n113,g66,g81
n114,g94,g71
n115,g80,g77
n116,g73,g40
n117,g97,g66
n118,g43,g46
n119,g28,g52
n120,g58,g92
n121,g15,g98
n122,g14,g18
n123,g62,g35
n124,g55,g24
n125,g24,g36
n126,g84,g22
n127,g26,g32
n128,g43,g41
n129,g85,g37
n130,g54,g56
n131,g91,g89
n132,g76,g30
n133,g18,g26
n134,g88,g20
n135,g54,g99
n136,g30,g67
n137,g88,g15
n138,g38,g51
n139,g32,g22
