n0,g44,g88
n1,g0,g42
n2,g54,g7
n3,g77,g29
n4,g14,g37
n5,g6,g12
n6,g20,g59
n7,g9,g80
n8,g67,g69
n9,g82,g43
n10,g91,g62
n11,g74,g87
n12,g51,g7
n13,g23,g59
n14,g80,g92
n15,g0,g53
n16,g33,g63
n17,g47,g72
n18,g92,g32
n19,g34,g38
n20,g25,g22
n21,g60,g31
n22,g91,g84
n23,g83,g59
n24,g96,g57
n25,g54,g81
n26,g3,g41
n27,g30,g61
n28,g90,g1
n29,g8,g76
n30,g98,g57
n31,g49,g85
n32,g36,g56
n33,g62,g73
n34,g92,g85
n35,g20,g15
n36,g77,g93
n37,g85,g45
n38,g80,g77
n39,g79,g33
n40,g69,g47
n41,g91,g82
n42,g49,g27
n43,g97,g4
n44,g85,g11
n45,g97,g75
n46,g26,g71
n47,g2,g67
n48,g42,g91
n49,g93,g34
n50,g86,g3
n51,g70,g59
n52,g66,g4
n53,g74,g28
n54,g74,g4
n55,g8,g59
n56,g12,g48
n57,g57,g0
n58,g9,g96
n59,g10,g69
n60,g0,g47
n61,g74,g73
n62,g10,g30
n63,g84,g99
n64,g52,g3
n65,g45,g33
n66,g31,g76
n67,g29,g1
n68,g48,g17
n69,g38,g57
n70,g26,g87
n71,g58,g13
n72,g90,g23
n73,g37,g94
n74,g77,g72
n75,g48,g87
n76,g31,g11
n77,g87,g42
n78,g94,g62
n79,g71,g32
n80,g12,g20
n81,g96,g11
n82,g40,g24
n83,g14,g31
n84,g54,g21
n85,g5,g53
n86,g57,g81
n87,g30,g5
n88,g75,g44
n89,g43,g77
n90,g97,g42
n91,g75,g64
n92,g81,g51
n93,g1,g39
n94,g13,g49
n95,g79,g53
n96,g55,g34
n97,g46,g84
n98,g95,g54
n99,g18,g13
