n70,g64,g56
n65,g70,g51
n6,g50,g94
n35,g9,g42
n4,g25,g4
n32,g24,g60
n72,g58,g75
n74,g39,g89
n26,g62,g11
n21,g96,g82
n60,g23,g25
n20,g7,g26
n73,g78,g87
n51,g73,g62
n69,g13,g80
n71,g59,g61
n28,g9,g71
n77,g49,g1
n14,g2,g50
n45,g28,g24
n39,g33,g77
n5,g98,g26
n23,g87,g81
n24,g48,g29
n54,g89,g23
n16,g4,g87
n17,g89,g63
n18,g30,g95
n63,g93,g49
n9,g4,g30
n25,g81,g85
n30,g29,g18
n31,g22,g4
n10,g60,g69
n43,g42,g86
n68,g65,g5
n34,g58,g10
n8,g8,g74
n79,g68,g41
n53,g8,g29
n55,g80,g53
n38,g53,g92
n33,g85,g49
n62,g65,g52
n11,g32,g69
n27,g39,g87
n50,g2,g22
n44,g13,g59
n12,g69,g41
n67,g45,g34
n75,g28,g88
n0,g46,g29
n22,g84,g39
n58,g12,g48
n36,g46,g25
n42,g26,g19
n61,g84,g42
n78,g40,g87
n3,g30,g36
n29,g19,g93
n47,g81,g24
n49,g36,g7
n52,g68,g45
n59,g72,g92
n57,g99,g82
n66,g75,g63
n37,g11,g93
n13,g19,g72
n40,g83,g64
n19,g36,g14
n46,g12,g52
n7,g10,g16
n15,g85,g75
n48,g17,g18
n41,g83,g53
n76,g43,g54
n64,g29,g36
n56,g44,g34
n2,g16,g52
n1,g6,g67
