n70,g61,g74
n65,g7,g52
n6,g75,g33
n35,g64,g75
n4,g72,g46
n32,g15,g33
n72,g97,g49
n74,g14,g59
n26,g36,g20
n21,g51,g86
n60,g25,g87
n20,g97,g78
n73,g31,g63
n51,g30,g76
n69,g78,g1
n71,g81,g64
n28,g83,g31
n77,g20,g77
n14,g92,g29
n45,g42,g64
n39,g96,g48
n5,g92,g15
n23,g21,g44
n24,g36,g54
n54,g41,g75
n16,g88,g20
n17,g28,g65
n18,g50,g14
n63,g95,g47
n9,g85,g70
n25,g24,g97
n30,g54,g60
n31,g40,g94
n10,g38,g18
n43,g50,g20
n68,g39,g25
n34,g72,g85
n8,g67,g0
n79,g71,g26
n53,g19,g76
n55,g86,g95
n38,g23,g5
n33,g22,g24
n62,g12,g8
n11,g28,g11
n27,g58,g53
n50,g62,g48
n44,g71,g49
n12,g10,g2
n67,g85,g15
n75,g60,g44
n0,g2,g75
n22,g11,g13
n58,g3,g63
n36,g27,g60
n42,g78,g17
n61,g36,g7
n78,g88,g78
n3,g55,g37
n29,g0,g12
n47,g67,g15
n49,g39,g49
n52,g52,g94
n59,g36,g90
n57,g74,g2
n66,g37,g98
n37,g69,g61
n13,g0,g20
n40,g86,g58
n19,g73,g45
n46,g11,g1
n7,g58,g7
n15,g18,g24
n48,g76,g15
n41,g8,g43
n76,g83,g76
n64,g5,g14
n56,g0,g3
n2,g80,g51
n1,g24,g59
