n70,g80,g42
n65,g96,g44
n6,g59,g68
n35,g73,g59
n4,g48,g62
n32,g62,g0
n72,g44,g48
n74,g64,g35
n26,g17,g8
n21,g88,g19
n60,g64,g76
n20,g88,g78
n73,g79,g98
n51,g56,g95
n69,g94,g72
n71,g66,g13
n28,g23,g95
n77,g32,g80
n14,g5,g74
n45,g68,g31
n39,g96,g13
n5,g48,g65
n23,g6,g61
n24,g52,g62
n54,g85,g28
n16,g22,g58
n17,g62,g66
n18,g61,g99
n63,g41,g80
n9,g82,g51
n25,g56,g3
n30,g42,g23
n31,g99,g6
n10,g52,g90
n43,g65,g88
n68,g81,g29
n34,g59,g70
n8,g74,g14
n79,g60,g5
n53,g84,g93
n55,g87,g72
n38,g33,g8
n33,g43,g7
n62,g50,g90
n11,g34,g99
n27,g9,g30
n50,g92,g16
n44,g55,g38
n12,g50,g93
n67,g92,g52
n75,g36,g50
n0,g10,g53
n22,g84,g88
n58,g46,g20
n36,g67,g0
n42,g20,g93
n61,g58,g24
n78,g71,g66
n3,g2,g96
n29,g58,g48
n47,g31,g86
n49,g65,g43
n52,g61,g23
n59,g11,g5
n57,g9,g92
n66,g67,g63
n37,g2,g58
n13,g68,g30
n40,g87,g41
n19,g40,g25
n46,g90,g10
n7,g7,g39
n15,g78,g54
n48,g90,g22
n41,g28,g24
n76,g24,g16
n64,g2,g37
n56,g6,g12
n2,g9,g80
n1,g19,g85
