n70,g95,g42
n65,g0,g67
n6,g54,g44
n35,g33,g80
n4,g97,g2
n32,g33,g99
n72,g19,g65
n74,g94,g52
n26,g22,g8
n21,g25,g77
n60,g77,g11
n20,g28,g53
n73,g93,g7
n51,g36,g56
n69,g97,g91
n71,g66,g34
n28,g74,g17
n77,g79,g83
n14,g68,g29
n45,g20,g63
n39,g59,g74
n5,g53,g56
n23,g22,g35
n24,g92,g40
n54,g29,g85
n16,g93,g17
n17,g94,g38
n18,g65,g3
n63,g12,g40
n9,g89,g78
n25,g47,g66
n30,g6,g0
n31,g27,g13
n10,g42,g64
n43,g98,g21
n68,g82,g38
n34,g26,g15
n8,g60,g31
n79,g50,g47
n53,g23,g59
n55,g57,g3
n38,g84,g6
n33,g56,g50
n62,g52,g85
n11,g58,g53
n27,g72,g11
n50,g65,g63
n44,g24,g1
n12,g75,g33
n67,g47,g86
n75,g40,g67
n0,g73,g3
n22,g16,g13
n58,g9,g27
n36,g21,g87
n42,g81,g87
n61,g27,g88
n78,g15,g94
n3,g93,g67
n29,g26,g48
n47,g64,g67
n49,g12,g52
n52,g1,g85
n59,g54,g20
n57,g28,g13
n66,g24,g49
n37,g82,g53
n13,g23,g45
n40,g35,g45
n19,g90,g66
n46,g78,g2
n7,g10,g98
n15,g20,g75
n48,g54,g83
n41,g64,g44
n76,g76,g90
n64,g46,g57
n56,g14,g96
n2,g38,g41
n1,g25,g8
