n70,g80,g52
n65,g93,g59
n6,g60,g80
n35,g48,g7
n4,g16,g27
n32,g23,g72
n72,g20,g62
n74,g84,g39
n26,g64,g89
n21,g23,g87
n60,g46,g83
n20,g98,g43
n73,g32,g69
n51,g26,g50
n69,g68,g47
n71,g71,g80
n28,g17,g81
n77,g4,g35
n14,g22,g82
n45,g77,g67
n39,g11,g31
n5,g56,g16
n23,g62,g94
n24,g28,g33
n54,g54,g80
n16,g56,g11
n17,g32,g26
n18,g34,g3
n63,g40,g86
n9,g23,g40
n25,g79,g24
n30,g49,g94
n31,g6,g63
n10,g49,g45
n43,g32,g68
n68,g67,g64
n34,g9,g83
n8,g3,g8
n79,g46,g60
n53,g77,g40
n55,g44,g32
n38,g6,g61
n33,g16,g72
n62,g70,g32
n11,g6,g11
n27,g4,g60
n50,g96,g42
n44,g16,g19
n12,g90,g3
n67,g75,g26
n75,g12,g82
n0,g18,g48
n22,g9,g22
n58,g45,g69
n36,g91,g64
n42,g4,g53
n61,g82,g18
n78,g97,g13
n3,g48,g12
n29,g41,g14
n47,g55,g91
n49,g31,g20
n52,g35,g44
n59,g54,g30
n57,g59,g38
n66,g77,g57
n37,g56,g91
n13,g85,g42
n40,g52,g88
n19,g57,g36
n46,g51,g54
n7,g26,g28
n15,g73,g36
n48,g16,g13
n41,g85,g90
n76,g89,g9
n64,g91,g39
n56,g61,g23
n2,g72,g25
n1,g49,g39
