n70,g26,g68
n65,g0,g49
n6,g60,g37
n35,g13,g87
n4,g48,g15
n32,g76,g71
n72,g7,g76
n74,g5,g83
n26,g93,g65
n21,g25,g75
n60,g88,g57
n20,g82,g31
n73,g62,g87
n51,g29,g92
n69,g45,g80
n71,g29,g58
n28,g18,g69
n77,g55,g34
n14,g3,g36
n45,g74,g77
n39,g14,g87
n5,g77,g23
n23,g27,g60
n24,g24,g9
n54,g6,g1
n16,g50,g96
n17,g22,g31
n18,g39,g35
n63,g67,g89
n9,g18,g75
n25,g9,g69
n30,g65,g42
n31,g82,g32
n10,g59,g21
n43,g99,g82
n68,g13,g59
n34,g75,g10
n8,g15,g80
n79,g85,g93
n53,g61,g43
n55,g85,g95
n38,g78,g37
n33,g78,g98
n62,g71,g77
n11,g14,g66
n27,g68,g31
n50,g2,g47
n44,g9,g62
n12,g44,g63
n67,g71,g5
n75,g90,g30
n0,g97,g96
n22,g11,g9
n58,g94,g36
n36,g90,g10
n42,g44,g57
n61,g97,g21
n78,g75,g47
n3,g57,g93
n29,g92,g3
n47,g56,g89
n49,g85,g30
n52,g30,g34
n59,g54,g39
n57,g27,g56
n66,g84,g56
n37,g34,g81
n13,g82,g15
n40,g7,g14
n19,g69,g67
n46,g82,g29
n7,g60,g22
n15,g27,g37
n48,g53,g55
n41,g69,g37
n76,g80,g98
n64,g19,g74
n56,g87,g8
n2,g68,g60
n1,g32,g3
