n70,g12,g28
n6,g4,g63
n4,g71,g57
n22,g70,g79
n21,g44,g35
n60,g99,g35
n79,g77,g41
n74,g65,g2
n69,g79,g12
n28,g73,g16
n14,g29,g60
n45,g5,g23
n5,g5,g70
n23,g98,g14
n24,g44,g20
n17,g15,g78
n54,g78,g8
n77,g78,g72
n63,g39,g58
n9,g5,g41
n25,g74,g34
n87,g67,g34
n10,g67,g77
n68,g33,g64
n34,g7,g95
n72,g75,g86
n73,g28,g48
n55,g5,g31
n44,g29,g69
n16,g93,g82
n80,g63,g16
n81,g37,g41
n75,g62,g84
n66,g33,g96
n47,g27,g38
n52,g30,g68
n59,g73,g4
n57,g76,g70
n71,g21,g53
n37,g14,g5
n31,g83,g80
n19,g45,g88
n46,g88,g29
n65,g33,g9
n85,g61,g85
n1,g96,g76
n84,g78,g60
n32,g13,g97
n26,g44,g53
n20,g22,g86
n53,g24,g66
n56,g76,g87
n76,g2,g62
n38,g39,g68
n13,g58,g81
n67,g87,g93
n41,g85,g32
n18,g92,g72
n11,g92,g10
n30,g68,g67
n35,g39,g95
n8,g46,g41
n83,g7,g81
n39,g32,g95
n33,g14,g78
n27,g69,g84
n50,g32,g1
n12,g59,g25
n82,g15,g76
n0,g89,g44
n43,g43,g36
n58,g3,g54
n36,g60,g79
n42,g14,g47
n61,g20,g18
n78,g73,g30
n3,g72,g0
n29,g8,g64
n49,g70,g21
n88,g16,g8
n86,g13,g98
n62,g10,g60
n40,g19,g85
n51,g33,g62
n7,g83,g35
n15,g88,g19
n48,g31,g85
n64,g61,g79
n2,g11,g86
