n0,g9,g92
n1,g95,g3
n2,g87,g77
n3,g39,g50
n4,g28,g71
n5,g62,g31
n6,g48,g81
n7,g68,g7
n8,g61,g70
n9,g30,g13
n10,g72,g26
n11,g75,g72
n12,g81,g94
n13,g83,g5
n14,g22,g73
n15,g56,g74
n16,g52,g63
n17,g20,g91
n18,g49,g89
n19,g1,g54
n20,g62,g81
n21,g64,g24
n22,g26,g41
n23,g63,g14
n24,g45,g33
n25,g28,g34
n26,g42,g1
n27,g69,g13
n28,g81,g30
n29,g58,g82
n30,g14,g95
n31,g82,g59
n32,g20,g14
n33,g54,g39
n34,g69,g7
n35,g8,g43
n36,g0,g53
n37,g84,g45
n38,g16,g71
n39,g2,g86
n40,g43,g5
n41,g86,g15
n42,g93,g35
n43,g77,g50
n44,g29,g85
n45,g6,g35
n46,g4,g83
n47,g99,g33
n48,g72,g5
n49,g42,g83
n50,g55,g41
n51,g32,g21
n52,g31,g0
n53,g39,g11
n54,g90,g99
n55,g51,g12
n56,g73,g34
n57,g42,g54
n58,g15,g2
n59,g91,g72
n60,g90,g7
n61,g67,g33
n62,g45,g96
n63,g21,g86
n64,g98,g89
n65,g17,g61
n66,g97,g41
n67,g29,g79
n68,g42,g46
n69,g70,g32
n70,g36,g95
n71,g7,g79
n72,g51,g27
n73,g94,g60
n74,g88,g80
n75,g53,g54
n76,g87,g49
n77,g5,g63
n78,g89,g74
n79,g84,g35
n80,g53,g88
n81,g4,g3
n82,g26,g23
n83,g20,g0
n84,g67,g89
n85,g44,g4
n86,g22,g36
n87,g83,g87
n88,g86,g89
n89,g53,g27
n90,g22,g25
n91,g77,g96
n92,g91,g38
n93,g64,g14
n94,g72,g8
n95,g30,g50
n96,g34,g2
n97,g81,g91
n98,g54,g13
n99,g91,g67
n100,g77,g39
n101,g56,g61
n102,g71,g11
n103,g45,g35
n104,g32,g48
n105,g30,g70
n106,g77,g95
n107,g93,g28
n108,g88,g64
n109,g39,g22
n110,g94,g32
n111,g41,g31
n112,g80,g28
n113,g64,g71
n114,g99,g86
n115,g37,g18
n116,g33,g22
n117,g88,g6
n118,g3,g73
n119,g95,g98
n120,g31,g44
n121,g66,g23
n122,g27,g57
n123,g85,g84
n124,g58,g56
n125,g17,g44
n126,g52,g73
n127,g43,g63
n128,g12,g13
n129,g85,g60
n130,g61,g4
n131,g67,g65
n132,g35,g66
n133,g59,g58
n134,g92,g94
n135,g69,g64
n136,g76,g59
n137,g70,g65
n138,g42,g43
n139,g41,g74
n140,g87,g26
n141,g67,g75
n142,g51,g29
n143,g83,g32
n144,g69,g1
n145,g15,g4
n146,g79,g50
n147,g51,g99
n148,g0,g33
n149,g46,g25
n150,g46,g50
n151,g27,g98
n152,g65,g5
n153,g37,g26
n154,g36,g10
n155,g6,g21
n156,g68,g93
n157,g37,g68
n158,g21,g19
n159,g19,g59
n160,g79,g62
n161,g80,g16
n162,g65,g3
n163,g37,g55
n164,g92,g44
n165,g17,g16
n166,g60,g40
n167,g76,g98
n168,g56,g25
n169,g3,g27
n170,g61,g38
n171,g66,g12
n172,g62,g36
n173,g15,g62
n174,g0,g80
n175,g25,g98
n176,g38,g44
n177,g73,g71
n178,g68,g60
n179,g45,g85
