n70,g34,g44
n65,g84,g69
n6,g27,g25
n35,g4,g13
n4,g8,g95
n32,g96,g46
n72,g32,g42
n83,g32,g24
n74,g63,g57
n26,g51,g64
n21,g20,g30
n60,g52,g3
n20,g99,g21
n73,g72,g7
n51,g89,g29
n69,g85,g82
n71,g15,g31
n28,g75,g33
n77,g73,g2
n14,g98,g71
n45,g35,g89
n39,g33,g65
n5,g37,g60
n23,g97,g82
n24,g41,g72
n54,g71,g5
n16,g5,g89
n82,g60,g99
n17,g16,g6
n18,g67,g16
n63,g97,g38
n9,g83,g70
n25,g14,g5
n30,g5,g56
n31,g32,g37
n10,g33,g39
n43,g70,g57
n68,g90,g39
n34,g51,g14
n8,g3,g22
n79,g99,g26
n53,g52,g99
n55,g84,g64
n38,g92,g77
n33,g60,g69
n62,g40,g42
n11,g58,g57
n27,g38,g27
n50,g96,g92
n44,g15,g6
n12,g17,g72
n67,g1,g47
n75,g95,g76
n80,g73,g76
n0,g53,g70
n22,g29,g84
n81,g82,g95
n58,g51,g92
n36,g88,g82
n42,g14,g67
n61,g15,g97
n78,g30,g83
n3,g76,g9
n29,g43,g42
n47,g81,g27
n49,g11,g46
n52,g60,g26
n59,g70,g39
n57,g89,g34
n66,g53,g63
n37,g41,g69
n13,g75,g37
n40,g31,g67
n19,g78,g3
n46,g79,g13
n7,g62,g72
n15,g90,g76
n48,g54,g85
n41,g36,g97
n76,g91,g30
n64,g12,g25
n56,g48,g49
n2,g64,g89
n1,g49,g95
