n70,g87,g28
n65,g5,g75
n6,g80,g62
n35,g15,g62
n4,g7,g67
n32,g32,g7
n72,g39,g92
n83,g29,g91
n74,g49,g22
n26,g32,g74
n21,g58,g31
n60,g17,g9
n20,g76,g51
n73,g1,g40
n51,g79,g75
n69,g39,g4
n71,g51,g15
n28,g38,g41
n77,g71,g50
n14,g80,g54
n45,g91,g75
n39,g86,g30
n5,g69,g54
n23,g62,g10
n24,g54,g15
n54,g66,g42
n16,g7,g93
n82,g16,g80
n17,g94,g65
n18,g60,g22
n63,g69,g78
n9,g17,g19
n25,g99,g91
n30,g60,g36
n31,g51,g50
n10,g56,g38
n43,g94,g75
n68,g9,g81
n34,g41,g88
n8,g12,g30
n79,g25,g77
n53,g4,g2
n55,g91,g98
n38,g96,g18
n33,g51,g79
n62,g26,g85
n11,g29,g6
n27,g49,g57
n50,g73,g16
n44,g52,g2
n12,g53,g61
n67,g94,g72
n75,g28,g70
n80,g37,g59
n0,g99,g72
n22,g65,g87
n81,g29,g24
n58,g4,g52
n36,g59,g62
n42,g36,g45
n61,g42,g44
n78,g59,g33
n3,g54,g98
n29,g48,g95
n47,g57,g33
n49,g78,g49
n52,g16,g62
n59,g67,g97
n57,g90,g78
n66,g85,g42
n37,g76,g47
n13,g24,g99
n40,g22,g70
n19,g6,g61
n46,g26,g37
n7,g99,g23
n15,g27,g4
n48,g20,g5
n41,g99,g13
n76,g17,g80
n64,g41,g20
n56,g35,g43
n2,g86,g77
n1,g3,g17
