n70,g47,g56
n6,g56,g55
n4,g18,g52
n22,g37,g24
n21,g0,g14
n60,g70,g38
n79,g88,g7
n74,g58,g84
n69,g67,g76
n28,g20,g38
n14,g10,g52
n45,g48,g16
n5,g81,g14
n23,g63,g85
n24,g7,g76
n17,g40,g60
n54,g96,g49
n77,g18,g54
n63,g51,g5
n9,g88,g20
n25,g15,g71
n87,g81,g77
n10,g10,g91
n68,g46,g62
n34,g30,g53
n72,g1,g42
n73,g15,g36
n55,g15,g74
n44,g16,g59
n16,g13,g33
n80,g73,g60
n81,g14,g18
n75,g4,g66
n66,g60,g6
n47,g79,g44
n52,g50,g46
n59,g1,g20
n57,g79,g85
n71,g83,g48
n37,g63,g43
n31,g17,g21
n19,g3,g24
n46,g10,g40
n65,g5,g22
n85,g41,g28
n1,g44,g76
n84,g16,g85
n32,g5,g59
n26,g89,g75
n20,g96,g8
n53,g58,g2
n56,g89,g48
n76,g53,g13
n38,g53,g39
n13,g74,g20
n67,g84,g77
n41,g4,g96
n18,g81,g98
n11,g86,g93
n30,g22,g92
n35,g45,g94
n8,g39,g93
n83,g91,g77
n39,g48,g30
n33,g28,g11
n27,g57,g2
n50,g13,g10
n12,g28,g37
n82,g35,g52
n0,g28,g73
n43,g91,g76
n58,g98,g4
n36,g10,g8
n42,g60,g24
n61,g71,g33
n78,g23,g71
n3,g96,g75
n29,g71,g38
n49,g95,g8
n86,g82,g22
n62,g56,g41
n40,g88,g70
n51,g3,g14
n7,g76,g27
n15,g30,g12
n48,g21,g64
n64,g30,g64
n2,g95,g23
