n70,g57,g93
n6,g29,g89
n4,g36,g62
n22,g49,g12
n21,g4,g70
n60,g74,g33
n79,g45,g48
n74,g23,g72
n69,g73,g71
n28,g59,g63
n14,g9,g94
n45,g75,g49
n5,g52,g99
n23,g83,g42
n24,g40,g20
n17,g21,g34
n54,g37,g8
n77,g79,g84
n63,g80,g52
n9,g68,g77
n25,g41,g65
n87,g71,g4
n10,g11,g43
n68,g28,g95
n34,g59,g29
n72,g46,g29
n73,g37,g53
n55,g92,g20
n44,g69,g61
n16,g58,g83
n80,g64,g44
n81,g83,g90
n75,g62,g53
n66,g14,g34
n47,g88,g22
n52,g58,g34
n59,g59,g86
n57,g76,g86
n71,g56,g5
n37,g20,g39
n31,g61,g71
n19,g63,g61
n46,g52,g64
n65,g77,g17
n85,g94,g98
n1,g39,g14
n84,g8,g74
n32,g12,g87
n26,g58,g75
n20,g18,g38
n53,g60,g96
n56,g8,g87
n76,g89,g38
n38,g12,g21
n13,g0,g47
n67,g70,g72
n41,g80,g59
n18,g13,g52
n11,g70,g59
n30,g18,g40
n35,g80,g97
n8,g13,g54
n83,g49,g95
n39,g70,g58
n33,g99,g78
n27,g39,g22
n50,g6,g23
n12,g26,g67
n82,g24,g43
n0,g84,g97
n43,g34,g8
n58,g47,g77
n36,g6,g27
n42,g20,g34
n61,g29,g39
n78,g97,g27
n3,g51,g12
n29,g87,g19
n49,g71,g5
n86,g93,g56
n62,g24,g69
n40,g11,g48
n51,g84,g85
n7,g6,g74
n15,g22,g66
n48,g6,g77
n64,g62,g78
n2,g64,g55
