n70,g80,g40
n6,g23,g91
n4,g10,g6
n22,g51,g38
n21,g97,g29
n60,g66,g78
n79,g92,g62
n74,g13,g74
n69,g6,g66
n28,g58,g20
n14,g57,g47
n45,g29,g13
n5,g89,g69
n23,g4,g63
n24,g22,g94
n17,g4,g7
n54,g30,g94
n77,g74,g68
n63,g40,g51
n9,g78,g70
n25,g7,g15
n87,g59,g52
n10,g28,g45
n68,g79,g75
n34,g73,g82
n72,g95,g96
n73,g51,g96
n55,g48,g91
n44,g27,g57
n16,g33,g32
n80,g38,g59
n81,g72,g41
n75,g19,g98
n66,g3,g2
n47,g82,g13
n52,g97,g94
n59,g76,g18
n57,g50,g73
n71,g28,g29
n37,g65,g73
n31,g57,g32
n19,g7,g70
n46,g73,g97
n65,g88,g69
n85,g79,g95
n1,g29,g70
n84,g87,g60
n32,g32,g97
n26,g28,g35
n20,g54,g58
n53,g70,g50
n56,g31,g33
n76,g96,g93
n38,g4,g32
n13,g34,g1
n67,g95,g41
n41,g10,g60
n18,g41,g71
n11,g59,g3
n30,g26,g56
n35,g79,g9
n8,g78,g20
n83,g27,g15
n39,g58,g63
n33,g96,g98
n27,g98,g83
n50,g32,g11
n12,g25,g3
n82,g94,g8
n0,g87,g10
n43,g10,g11
n58,g17,g52
n36,g31,g30
n42,g11,g68
n61,g55,g96
n78,g65,g53
n3,g33,g84
n29,g97,g35
n49,g39,g79
n86,g17,g94
n62,g13,g81
n40,g70,g56
n51,g90,g4
n7,g29,g36
n15,g25,g7
n48,g63,g36
n64,g54,g3
n2,g52,g54
