n0,g50,g56
n1,g60,g68
n2,g95,g55
n3,g0,g30
n4,g32,g97
n5,g19,g86
n6,g32,g93
n7,g41,g2
n8,g1,g4
n9,g94,g33
n10,g60,g73
n11,g26,g88
n12,g5,g50
n13,g6,g87
n14,g19,g58
n15,g75,g5
n16,g47,g5
n17,g18,g49
n18,g73,g49
n19,g5,g34
n20,g38,g35
n21,g25,g20
n22,g74,g60
n23,g12,g50
n24,g68,g94
n25,g57,g55
n26,g44,g9
n27,g29,g28
n28,g91,g76
n29,g92,g12
n30,g74,g40
n31,g3,g27
n32,g14,g85
n33,g20,g74
n34,g17,g9
n35,g91,g94
n36,g8,g27
n37,g62,g26
n38,g62,g14
n39,g63,g7
n40,g44,g38
n41,g86,g41
n42,g10,g88
n43,g88,g67
n44,g96,g79
n45,g17,g75
n46,g89,g31
n47,g6,g79
n48,g68,g87
n49,g92,g68
n50,g3,g89
n51,g4,g32
n52,g15,g28
n53,g82,g23
n54,g8,g49
n55,g77,g83
n56,g34,g80
n57,g80,g96
n58,g4,g55
n59,g19,g96
n60,g2,g57
n61,g38,g2
n62,g95,g93
n63,g64,g50
n64,g49,g65
n65,g37,g21
n66,g57,g41
n67,g13,g64
n68,g59,g45
n69,g61,g77
n70,g34,g95
n71,g86,g45
n72,g87,g37
n73,g66,g46
n74,g51,g52
n75,g37,g13
n76,g84,g73
n77,g54,g40
n78,g46,g53
n79,g80,g73
n80,g60,g48
n81,g7,g28
n82,g97,g58
n83,g30,g70
n84,g6,g51
n85,g25,g67
n86,g27,g89
n87,g30,g90
n88,g90,g77
n89,g82,g17
n90,g34,g85
n91,g61,g17
n92,g46,g24
n93,g25,g98
n94,g38,g63
n95,g54,g3
n96,g25,g71
n97,g70,g16
n98,g40,g69
n99,g6,g65
