n70,g45,g62
n6,g41,g56
n4,g44,g40
n22,g95,g90
n21,g40,g43
n60,g41,g90
n79,g42,g99
n74,g8,g78
n69,g89,g35
n28,g27,g14
n14,g24,g88
n45,g68,g99
n5,g24,g39
n23,g8,g36
n24,g9,g69
n17,g1,g71
n54,g56,g19
n77,g46,g42
n63,g61,g19
n9,g89,g19
n25,g20,g0
n87,g77,g54
n10,g69,g22
n68,g48,g72
n34,g53,g43
n72,g56,g35
n73,g51,g73
n55,g5,g28
n44,g77,g88
n16,g79,g5
n80,g12,g38
n81,g1,g48
n75,g4,g26
n66,g34,g75
n47,g36,g15
n52,g41,g87
n59,g33,g51
n57,g95,g15
n71,g42,g25
n37,g41,g79
n31,g38,g93
n19,g60,g9
n46,g0,g93
n65,g14,g58
n85,g70,g51
n1,g74,g94
n84,g47,g36
n32,g42,g39
n26,g43,g14
n20,g42,g82
n53,g27,g89
n56,g48,g10
n76,g76,g88
n38,g61,g24
n13,g80,g94
n67,g2,g21
n41,g34,g44
n18,g70,g39
n11,g7,g2
n30,g34,g61
n35,g76,g29
n8,g83,g29
n83,g74,g70
n39,g6,g67
n33,g40,g26
n27,g59,g55
n50,g73,g9
n12,g44,g41
n82,g68,g22
n0,g14,g9
n43,g75,g94
n58,g40,g9
n36,g1,g82
n42,g78,g69
n61,g70,g82
n78,g81,g89
n3,g66,g26
n29,g35,g78
n49,g86,g23
n88,g82,g4
n86,g83,g69
n62,g95,g36
n40,g79,g25
n51,g28,g66
n7,g61,g93
n15,g6,g5
n48,g69,g7
n64,g77,g61
n2,g48,g35
