n70,g49,g54
n65,g71,g73
n6,g20,g82
n35,g80,g33
n4,g86,g30
n32,g69,g57
n72,g26,g94
n74,g61,g37
n26,g91,g20
n21,g1,g69
n60,g11,g36
n20,g45,g97
n73,g75,g48
n51,g75,g94
n69,g16,g72
n71,g10,g5
n28,g12,g38
n14,g60,g7
n45,g17,g22
n39,g51,g82
n5,g80,g90
n23,g51,g31
n24,g40,g67
n54,g29,g23
n16,g66,g77
n17,g72,g80
n18,g40,g41
n63,g5,g77
n9,g48,g39
n25,g84,g92
n30,g82,g64
n31,g60,g10
n10,g1,g13
n43,g26,g48
n68,g12,g75
n34,g54,g2
n8,g76,g37
n53,g20,g63
n55,g62,g34
n38,g32,g72
n33,g81,g48
n62,g38,g61
n11,g30,g21
n27,g87,g81
n50,g53,g80
n44,g25,g78
n12,g43,g61
n67,g2,g7
n75,g73,g81
n0,g9,g33
n22,g99,g98
n58,g74,g86
n36,g91,g41
n42,g14,g12
n61,g17,g20
n3,g70,g61
n29,g82,g10
n47,g65,g98
n49,g11,g30
n52,g29,g42
n59,g0,g84
n57,g42,g58
n66,g88,g97
n37,g34,g99
n13,g15,g35
n40,g12,g1
n19,g7,g80
n46,g97,g73
n7,g27,g99
n15,g97,g43
n48,g28,g43
n41,g37,g82
n64,g52,g44
n56,g50,g85
n2,g4,g95
n1,g23,g40
